"age","sex","mx","location","sex_age_cat"
62,"female",0.0043833951782653,"New South Wales","female_62"
63,"male",0.00865392180001573,"New South Wales","male_63"
63,"female",0.00484875610756779,"New South Wales","female_63"
64,"male",0.00992010164439123,"New South Wales","male_64"
64,"female",0.00488796509901555,"New South Wales","female_64"
65,"male",0.00929558103667941,"New South Wales","male_65"
65,"female",0.00547723450736323,"New South Wales","female_65"
66,"male",0.0105585686519152,"New South Wales","male_66"
66,"female",0.00580037122375832,"New South Wales","female_66"
67,"male",0.0112601248174213,"New South Wales","male_67"
67,"female",0.00672461457996065,"New South Wales","female_67"
68,"male",0.0123384566292613,"New South Wales","male_68"
68,"female",0.00721573790414462,"New South Wales","female_68"
69,"male",0.0132500113209256,"New South Wales","male_69"
69,"female",0.00831498510555628,"New South Wales","female_69"
7,"male",7.591429276347e-05,"New South Wales","male_7"
7,"female",2.01235586501117e-05,"New South Wales","female_7"
70,"male",0.014987807165635,"New South Wales","male_70"
70,"female",0.0090475038743024,"New South Wales","female_70"
71,"male",0.0163338042344164,"New South Wales","male_71"
71,"female",0.0103280082337674,"New South Wales","female_71"
72,"male",0.0168991096562411,"New South Wales","male_72"
72,"female",0.0114756847894212,"New South Wales","female_72"
73,"male",0.020372608586766,"New South Wales","male_73"
73,"female",0.0137472098796337,"New South Wales","female_73"
74,"male",0.0220877247904275,"New South Wales","male_74"
74,"female",0.0145587798355947,"New South Wales","female_74"
75,"male",0.0236479842674533,"New South Wales","male_75"
75,"female",0.0164001210512838,"New South Wales","female_75"
76,"male",0.0291966704566191,"New South Wales","male_76"
76,"female",0.0190917468104713,"New South Wales","female_76"
77,"male",0.0302857643758766,"New South Wales","male_77"
77,"female",0.0201778570656287,"New South Wales","female_77"
78,"male",0.0344756169446701,"New South Wales","male_78"
78,"female",0.0232111917751335,"New South Wales","female_78"
79,"male",0.0387719119791137,"New South Wales","male_79"
79,"female",0.0252039891205802,"New South Wales","female_79"
8,"male",4.46118450821814e-05,"New South Wales","male_8"
8,"female",5.3983292171073e-05,"New South Wales","female_8"
80,"male",0.0449617583723175,"New South Wales","male_80"
80,"female",0.0291589200870795,"New South Wales","female_80"
81,"male",0.0507602907530017,"New South Wales","male_81"
81,"female",0.0352208303629019,"New South Wales","female_81"
82,"male",0.0556606028993067,"New South Wales","male_82"
82,"female",0.0382425320184656,"New South Wales","female_82"
83,"male",0.0626183194990534,"New South Wales","male_83"
83,"female",0.0438815141151238,"New South Wales","female_83"
84,"male",0.0728251471285527,"New South Wales","male_84"
84,"female",0.0510232330330714,"New South Wales","female_84"
85,"male",0.0826136750549416,"New South Wales","male_85"
85,"female",0.061526093022156,"New South Wales","female_85"
86,"male",0.0931925863991081,"New South Wales","male_86"
86,"female",0.0666464784111843,"New South Wales","female_86"
87,"male",0.105924042831831,"New South Wales","male_87"
87,"female",0.0774644060428214,"New South Wales","female_87"
88,"male",0.115703550142524,"New South Wales","male_88"
88,"female",0.0884347925216598,"New South Wales","female_88"
89,"male",0.135870101668147,"New South Wales","male_89"
89,"female",0.100494597234036,"New South Wales","female_89"
9,"male",8.25648451591596e-05,"New South Wales","male_9"
9,"female",8.03116090430872e-05,"New South Wales","female_9"
90,"male",0.161421695668271,"New South Wales","male_90"
90,"female",0.119144715088725,"New South Wales","female_90"
91,"male",0.175700090334237,"New South Wales","male_91"
91,"female",0.141691236166303,"New South Wales","female_91"
92,"male",0.199577207648698,"New South Wales","male_92"
92,"female",0.153846153846154,"New South Wales","female_92"
93,"male",0.208136578278242,"New South Wales","male_93"
93,"female",0.181167400881057,"New South Wales","female_93"
94,"male",0.239748677248677,"New South Wales","male_94"
94,"female",0.195611889407753,"New South Wales","female_94"
95,"male",0.263061829796943,"New South Wales","male_95"
95,"female",0.224183583406884,"New South Wales","female_95"
96,"male",0.288095238095238,"New South Wales","male_96"
96,"female",0.241348600508906,"New South Wales","female_96"
97,"male",0.33727227966519,"New South Wales","male_97"
97,"female",0.294237539373726,"New South Wales","female_97"
98,"male",0.350079744816587,"New South Wales","male_98"
98,"female",0.30659253375695,"New South Wales","female_98"
99,"male",0.367167919799499,"New South Wales","male_99"
99,"female",0.294674556213018,"New South Wales","female_99"
100,"male",0.367167919799499,"New South Wales","male_100"
100,"female",0.294674556213018,"New South Wales","female_100"
0,"male",0.00925925925925926,"Northern Territory","male_0"
0,"female",0.00751445086705202,"Northern Territory","female_0"
1,"male",0.000177022481855196,"Northern Territory","male_1"
1,"female",0.00156128024980484,"Northern Territory","female_1"
10,"male",0,"Northern Territory","male_10"
10,"female",0,"Northern Territory","female_10"
11,"male",0.000745295323271846,"Northern Territory","male_11"
11,"female",0,"Northern Territory","female_11"
12,"male",0.000976371802382347,"Northern Territory","male_12"
12,"female",0,"Northern Territory","female_12"
13,"male",0.000801763880537182,"Northern Territory","male_13"
13,"female",0,"Northern Territory","female_13"
14,"male",0,"Northern Territory","male_14"
14,"female",0.00111037086386853,"Northern Territory","female_14"
15,"male",0.00083177375753795,"Northern Territory","male_15"
15,"female",0.000229885057471264,"Northern Territory","female_15"
16,"male",0.00083281282531751,"Northern Territory","male_16"
16,"female",0.000677048070412999,"Northern Territory","female_16"
17,"male",0.0010972130787799,"Northern Territory","male_17"
17,"female",0.00185313875376419,"Northern Territory","female_17"
18,"male",0.00164914450628736,"Northern Territory","male_18"
18,"female",0.0012025012025012,"Northern Territory","female_18"
19,"male",0.00223850223850224,"Northern Territory","male_19"
19,"female",0.0016642891107941,"Northern Territory","female_19"
2,"male",0.000873057447180024,"Northern Territory","male_2"
2,"female",0.000950751093363757,"Northern Territory","female_2"
20,"male",0.00130353817504656,"Northern Territory","male_20"
20,"female",0.00115420129270545,"Northern Territory","female_20"
21,"male",0.00154479917610711,"Northern Territory","male_21"
21,"female",0.00213675213675214,"Northern Territory","female_21"
22,"male",0.0015625,"Northern Territory","male_22"
22,"female",0.000395413206801107,"Northern Territory","female_22"
23,"male",0.00170940170940171,"Northern Territory","male_23"
23,"female",0.00143215180809166,"Northern Territory","female_23"
24,"male",0.0012001200120012,"Northern Territory","male_24"
24,"female",0.000512295081967213,"Northern Territory","female_24"
25,"male",0.00104540023894863,"Northern Territory","male_25"
25,"female",0.00108881630113548,"Northern Territory","female_25"
26,"male",0.000718390804597701,"Northern Territory","male_26"
26,"female",0.000293944738389183,"Northern Territory","female_26"
27,"male",0.00154711673699015,"Northern Territory","male_27"
27,"female",0.00112280701754386,"Northern Territory","female_27"
28,"male",0.000672043010752688,"Northern Territory","male_28"
28,"female",8e-04,"Northern Territory","female_28"
29,"male",0.00133014099494546,"Northern Territory","male_29"
29,"female",0.00109289617486339,"Northern Territory","female_29"
3,"male",0.000529100529100529,"Northern Territory","male_3"
3,"female",0,"Northern Territory","female_3"
30,"male",0.000686718857299822,"Northern Territory","male_30"
30,"female",0.000696184906711223,"Northern Territory","female_30"
31,"male",0.000943142010239828,"Northern Territory","male_31"
31,"female",0.000800320128051221,"Northern Territory","female_31"
32,"male",0.0019371800193718,"Northern Territory","male_32"
32,"female",0.00139004726160689,"Northern Territory","female_32"
33,"male",0.00226180378852135,"Northern Territory","male_33"
33,"female",0.0007400828892836,"Northern Territory","female_33"
34,"male",0.00118676754190773,"Northern Territory","male_34"
34,"female",0.00114302043149021,"Northern Territory","female_34"
35,"male",0.00271493212669683,"Northern Territory","male_35"
35,"female",0.00170780934637479,"Northern Territory","female_35"
36,"male",0.00227894257064722,"Northern Territory","male_36"
36,"female",0.00175270873167623,"Northern Territory","female_36"
37,"male",0.00132406487917908,"Northern Territory","male_37"
37,"female",0.00167000668002672,"Northern Territory","female_37"
38,"male",0.00232519515030726,"Northern Territory","male_38"
38,"female",0.00191071738752823,"Northern Territory","female_38"
39,"male",0.00344015933369546,"Northern Territory","male_39"
39,"female",0.00161377084454008,"Northern Territory","female_39"
4,"male",0,"Northern Territory","male_4"
4,"female",0,"Northern Territory","female_4"
40,"male",0.00108636610537751,"Northern Territory","male_40"
40,"female",0.00166759310728182,"Northern Territory","female_40"
41,"male",0.00139553429027113,"Northern Territory","male_41"
41,"female",0.00133715377268386,"Northern Territory","female_41"
42,"male",0.0024649222601441,"Northern Territory","male_42"
42,"female",0.00206654267410622,"Northern Territory","female_42"
43,"male",0.00194363459669582,"Northern Territory","male_43"
43,"female",0.00180396873120866,"Northern Territory","female_43"
44,"male",0.00408878504672897,"Northern Territory","male_44"
44,"female",0.000857449088960343,"Northern Territory","female_44"
45,"male",0.00212314225053079,"Northern Territory","male_45"
45,"female",0.00227884814584628,"Northern Territory","female_45"
46,"male",0.00335703001579779,"Northern Territory","male_46"
46,"female",0.00251256281407035,"Northern Territory","female_46"
47,"male",0.00442903909108415,"Northern Territory","male_47"
47,"female",0.00376984126984127,"Northern Territory","female_47"
48,"male",0.00521958243340533,"Northern Territory","male_48"
48,"female",0.00307929176289453,"Northern Territory","female_48"
49,"male",0.00426108851442959,"Northern Territory","male_49"
49,"female",0.00346585117227319,"Northern Territory","female_49"
5,"male",0.000179694519317161,"Northern Territory","male_5"
5,"female",0,"Northern Territory","female_5"
50,"male",0.00481347773766546,"Northern Territory","male_50"
50,"female",0.00396080883885762,"Northern Territory","female_50"
51,"male",0.00391644908616188,"Northern Territory","male_51"
51,"female",0.00516795865633075,"Northern Territory","female_51"
52,"male",0.00664950664950665,"Northern Territory","male_52"
52,"female",0.00494826810616284,"Northern Territory","female_52"
53,"male",0.00546448087431694,"Northern Territory","male_53"
53,"female",0.00359389038634322,"Northern Territory","female_53"
54,"male",0.00662690523525514,"Northern Territory","male_54"
54,"female",0.00440852314474651,"Northern Territory","female_54"
55,"male",0.0066711140760507,"Northern Territory","male_55"
55,"female",0.00506879073135409,"Northern Territory","female_55"
56,"male",0.00485329803662034,"Northern Territory","male_56"
56,"female",0.0066334991708126,"Northern Territory","female_56"
57,"male",0.00695847362514029,"Northern Territory","male_57"
57,"female",0.00342633382280959,"Northern Territory","female_57"
58,"male",0.00647482014388489,"Northern Territory","male_58"
58,"female",0.00732600732600733,"Northern Territory","female_58"
59,"male",0.00759878419452888,"Northern Territory","male_59"
59,"female",0.00447604002106372,"Northern Territory","female_59"
6,"male",0,"Northern Territory","male_6"
6,"female",0.000362713093942691,"Northern Territory","female_6"
60,"male",0.0137784843667197,"Northern Territory","male_60"
60,"female",0.00697350069735007,"Northern Territory","female_60"
61,"male",0.00947459086993971,"Northern Territory","male_61"
61,"female",0.00780780780780781,"Northern Territory","female_61"
62,"male",0.010498687664042,"Northern Territory","male_62"
62,"female",0.00778676250374364,"Northern Territory","female_62"
63,"male",0.0086463923673226,"Northern Territory","male_63"
63,"female",0.00953320184089415,"Northern Territory","female_63"
64,"male",0.0123339658444023,"Northern Territory","male_64"
64,"female",0.0102880658436214,"Northern Territory","female_64"
65,"male",0.0155352921310368,"Northern Territory","male_65"
65,"female",0.0132890365448505,"Northern Territory","female_65"
66,"male",0.0199275362318841,"Northern Territory","male_66"
66,"female",0.00954653937947494,"Northern Territory","female_66"
67,"male",0.0152046783625731,"Northern Territory","male_67"
67,"female",0.0139251523063534,"Northern Territory","female_67"
68,"male",0.0192388122124634,"Northern Territory","male_68"
68,"female",0.0127678978568171,"Northern Territory","female_68"
69,"male",0.0216396171452351,"Northern Territory","male_69"
69,"female",0.00999500249875063,"Northern Territory","female_69"
7,"male",0.000352360817477097,"Northern Territory","male_7"
7,"female",0.000543183052688756,"Northern Territory","female_7"
70,"male",0.0220385674931129,"Northern Territory","male_70"
70,"female",0.0194396798170383,"Northern Territory","female_70"
71,"male",0.0214067278287462,"Northern Territory","male_71"
71,"female",0.0129564193168433,"Northern Territory","female_71"
72,"male",0.0308346624136098,"Northern Territory","male_72"
72,"female",0.0137328339575531,"Northern Territory","female_72"
73,"male",0.0382293762575453,"Northern Territory","male_73"
73,"female",0.0234192037470726,"Northern Territory","female_73"
74,"male",0.0296803652968037,"Northern Territory","male_74"
74,"female",0.0232774674115456,"Northern Territory","female_74"
75,"male",0.0454943132108486,"Northern Territory","male_75"
75,"female",0.0271317829457364,"Northern Territory","female_75"
76,"male",0.0324074074074074,"Northern Territory","male_76"
76,"female",0.0238870792616721,"Northern Territory","female_76"
77,"male",0.042512077294686,"Northern Territory","male_77"
77,"female",0.0326576576576577,"Northern Territory","female_77"
78,"male",0.0548387096774194,"Northern Territory","male_78"
78,"female",0.0168918918918919,"Northern Territory","female_78"
79,"male",0.0569395017793594,"Northern Territory","male_79"
79,"female",0.0316205533596838,"Northern Territory","female_79"
8,"male",0.000711870439579996,"Northern Territory","male_8"
8,"female",0,"Northern Territory","female_8"
80,"male",0.062015503875969,"Northern Territory","male_80"
80,"female",0.0586080586080586,"Northern Territory","female_80"
81,"male",0.0773480662983425,"Northern Territory","male_81"
81,"female",0.0423572744014733,"Northern Territory","female_81"
82,"male",0.0802005012531328,"Northern Territory","male_82"
82,"female",0.0602409638554217,"Northern Territory","female_82"
83,"male",0.0920398009950249,"Northern Territory","male_83"
83,"female",0.0775193798449612,"Northern Territory","female_83"
84,"male",0.122605363984674,"Northern Territory","male_84"
84,"female",0.0731707317073171,"Northern Territory","female_84"
85,"male",0.0995670995670996,"Northern Territory","male_85"
85,"female",0.0849056603773585,"Northern Territory","female_85"
86,"male",0.0776255707762557,"Northern Territory","male_86"
86,"female",0.0651340996168582,"Northern Territory","female_86"
87,"male",0.134328358208955,"Northern Territory","male_87"
87,"female",0.0731707317073171,"Northern Territory","female_87"
88,"male",0.148148148148148,"Northern Territory","male_88"
88,"female",0.111111111111111,"Northern Territory","female_88"
89,"male",0.194444444444444,"Northern Territory","male_89"
89,"female",0.116666666666667,"Northern Territory","female_89"
9,"male",0.00053248136315229,"Northern Territory","male_9"
9,"female",0.000388726919339164,"Northern Territory","female_9"
90,"male",0.171171171171171,"Northern Territory","male_90"
90,"female",0.127272727272727,"Northern Territory","female_90"
91,"male",0.181818181818182,"Northern Territory","male_91"
91,"female",0.179487179487179,"Northern Territory","female_91"
92,"male",0.333333333333333,"Northern Territory","male_92"
92,"female",0.102564102564103,"Northern Territory","female_92"
93,"male",0.37037037037037,"Northern Territory","male_93"
93,"female",0.192307692307692,"Northern Territory","female_93"
94,"male",0.230769230769231,"Northern Territory","male_94"
94,"female",0.240740740740741,"Northern Territory","female_94"
95,"male",0.444444444444444,"Northern Territory","male_95"
95,"female",0.12962962962963,"Northern Territory","female_95"
96,"male",0.466666666666667,"Northern Territory","male_96"
96,"female",0.238095238095238,"Northern Territory","female_96"
97,"male",0,"Northern Territory","male_97"
97,"female",0.375,"Northern Territory","female_97"
98,"male",0.222222222222222,"Northern Territory","male_98"
98,"female",0.19047619047619,"Northern Territory","female_98"
99,"male",0.222222222222222,"Northern Territory","male_99"
99,"female",0.555555555555556,"Northern Territory","female_99"
100,"male",0.222222222222222,"Northern Territory","male_100"
100,"female",0.555555555555556,"Northern Territory","female_100"
0,"male",0.00420899699815189,"Queensland","male_0"
0,"female",0.00352257181942544,"Queensland","female_0"
1,"male",0.000298934511989409,"Queensland","male_1"
1,"female",0.000237006940917555,"Queensland","female_1"
10,"male",6.5410779696494e-05,"Queensland","male_10"
10,"female",5.96196267811364e-05,"Queensland","female_10"
11,"male",5.59769375017493e-05,"Queensland","male_11"
11,"female",4.98792921130863e-05,"Queensland","female_11"
12,"male",5.6326921452108e-05,"Queensland","male_12"
12,"female",6.07551869740879e-05,"Queensland","female_12"
13,"male",6.84723811759642e-05,"Queensland","male_13"
13,"female",6.2266500622665e-05,"Queensland","female_13"
14,"male",0.000121628607048378,"Queensland","male_14"
14,"female",0.000118912491216691,"Queensland","female_14"
15,"male",0.000261347717911727,"Queensland","male_15"
15,"female",0.000164771791069369,"Queensland","female_15"
16,"male",0.00027825938055181,"Queensland","male_16"
16,"female",0.000144869394668806,"Queensland","female_16"
17,"male",0.000524636951229749,"Queensland","male_17"
17,"female",0.000396891020340665,"Queensland","female_17"
18,"male",0.000587353667922388,"Queensland","male_18"
18,"female",0.000212734273618823,"Queensland","female_18"
19,"male",0.000724249459293212,"Queensland","male_19"
19,"female",0.000167152453484606,"Queensland","female_19"
2,"male",0.000239830658700118,"Queensland","male_2"
2,"female",0.000111159280132502,"Queensland","female_2"
20,"male",0.00063588581875267,"Queensland","male_20"
20,"female",0.000176322940651773,"Queensland","female_20"
21,"male",0.000759054435046628,"Queensland","male_21"
21,"female",0.000252609455677145,"Queensland","female_21"
22,"male",0.000750926467719914,"Queensland","male_22"
22,"female",0.000286921334085265,"Queensland","female_22"
23,"male",0.000758086253369272,"Queensland","male_23"
23,"female",0.000276474850322236,"Queensland","female_23"
24,"male",0.000777022085710107,"Queensland","male_24"
24,"female",0.000274853640436468,"Queensland","female_24"
25,"male",0.000864099835366242,"Queensland","male_25"
25,"female",0.000184974519759903,"Queensland","female_25"
26,"male",0.000740862693447481,"Queensland","male_26"
26,"female",0.000247184839329854,"Queensland","female_26"
27,"male",0.000722663850130635,"Queensland","male_27"
27,"female",0.00032473682786242,"Queensland","female_27"
28,"male",0.000795479482115427,"Queensland","male_28"
28,"female",0.000233345000583362,"Queensland","female_28"
29,"male",0.000795697744608462,"Queensland","male_29"
29,"female",0.000333144251460883,"Queensland","female_29"
3,"male",0.000151712837940347,"Queensland","male_3"
3,"female",0.000190264785159347,"Queensland","female_3"
30,"male",0.000936675087281088,"Queensland","male_30"
30,"female",0.000348588674537432,"Queensland","female_30"
31,"male",0.000940653326492218,"Queensland","male_31"
31,"female",0.000378882389361722,"Queensland","female_31"
32,"male",0.000926111572575641,"Queensland","male_32"
32,"female",0.000493620191859924,"Queensland","female_32"
33,"male",0.00100530154304303,"Queensland","male_33"
33,"female",0.000431541060672837,"Queensland","female_33"
34,"male",0.00102187968560487,"Queensland","male_34"
34,"female",0.000494437577255871,"Queensland","female_34"
35,"male",0.00118678457945714,"Queensland","male_35"
35,"female",0.000526053491333961,"Queensland","female_35"
36,"male",0.00109639795465071,"Queensland","male_36"
36,"female",0.000627917770072893,"Queensland","female_36"
37,"male",0.00123173014441309,"Queensland","male_37"
37,"female",0.00050470422427913,"Queensland","female_37"
38,"male",0.00129237498757332,"Queensland","male_38"
38,"female",0.000634481167445348,"Queensland","female_38"
39,"male",0.00146664170255258,"Queensland","male_39"
39,"female",0.00074411405780278,"Queensland","female_39"
4,"male",8.00921059218101e-05,"Queensland","male_4"
4,"female",9.52804421012514e-05,"Queensland","female_4"
40,"male",0.00153824936613518,"Queensland","male_40"
40,"female",0.000658181192219286,"Queensland","female_40"
41,"male",0.00149408860595037,"Queensland","male_41"
41,"female",0.000725370603079249,"Queensland","female_41"
42,"male",0.00153777151278273,"Queensland","male_42"
42,"female",0.000855118494991449,"Queensland","female_42"
43,"male",0.00170302574389836,"Queensland","male_43"
43,"female",0.0010099173887576,"Queensland","female_43"
44,"male",0.00170436938332817,"Queensland","male_44"
44,"female",0.00115312496866508,"Queensland","female_44"
45,"male",0.00202755083785557,"Queensland","male_45"
45,"female",0.00130998817100234,"Queensland","female_45"
46,"male",0.00194897751403555,"Queensland","male_46"
46,"female",0.00118573727449818,"Queensland","female_46"
47,"male",0.00229655040975796,"Queensland","male_47"
47,"female",0.00141219624025676,"Queensland","female_47"
48,"male",0.00220183486238532,"Queensland","male_48"
48,"female",0.00128714127735175,"Queensland","female_48"
49,"male",0.00267247551911576,"Queensland","male_49"
49,"female",0.00153810435892971,"Queensland","female_49"
5,"male",3.91661526109136e-05,"Queensland","male_5"
5,"female",3.10838954337758e-05,"Queensland","female_5"
50,"male",0.00248818113958696,"Queensland","male_50"
50,"female",0.00170134017849148,"Queensland","female_50"
51,"male",0.00309693735399387,"Queensland","male_51"
51,"female",0.00205723028573791,"Queensland","female_51"
52,"male",0.00301727880524442,"Queensland","male_52"
52,"female",0.00191823899371069,"Queensland","female_52"
53,"male",0.0036915095280854,"Queensland","male_53"
53,"female",0.00211105424769703,"Queensland","female_53"
54,"male",0.00411888757084487,"Queensland","male_54"
54,"female",0.00232937339855579,"Queensland","female_54"
55,"male",0.00408952574182095,"Queensland","male_55"
55,"female",0.00274461789613305,"Queensland","female_55"
56,"male",0.00461357345127112,"Queensland","male_56"
56,"female",0.00254823443756826,"Queensland","female_56"
57,"male",0.00490447493268368,"Queensland","male_57"
57,"female",0.00321677609813203,"Queensland","female_57"
58,"male",0.00506713142266977,"Queensland","male_58"
58,"female",0.00309319805747162,"Queensland","female_58"
59,"male",0.00609995402608179,"Queensland","male_59"
59,"female",0.00342665028770932,"Queensland","female_59"
6,"male",0.000125483836716571,"Queensland","male_6"
6,"female",7.15285654435282e-05,"Queensland","female_6"
60,"male",0.00682153392330383,"Queensland","male_60"
60,"female",0.003811354522255,"Queensland","female_60"
61,"male",0.00733347642555627,"Queensland","male_61"
61,"female",0.00417649040080835,"Queensland","female_61"
62,"male",0.00778290936637099,"Queensland","male_62"
62,"female",0.00448886550938103,"Queensland","female_62"
63,"male",0.00865347448222546,"Queensland","male_63"
63,"female",0.00500268000714669,"Queensland","female_63"
64,"male",0.00871028279298518,"Queensland","male_64"
64,"female",0.0052235045413763,"Queensland","female_64"
65,"male",0.00970964180732346,"Queensland","male_65"
65,"female",0.00579808149873519,"Queensland","female_65"
66,"male",0.0112401399364167,"Queensland","male_66"
66,"female",0.00589325663151166,"Queensland","female_66"
67,"male",0.0104588394062078,"Queensland","male_67"
67,"female",0.00663467338001206,"Queensland","female_67"
68,"male",0.0121259561378212,"Queensland","male_68"
68,"female",0.00720332788432146,"Queensland","female_68"
69,"male",0.0144756111298862,"Queensland","male_69"
69,"female",0.00756138580558359,"Queensland","female_69"
7,"male",8.67729152807104e-05,"Queensland","male_7"
7,"female",8.10266071121104e-05,"Queensland","female_7"
70,"male",0.0159474537136629,"Queensland","male_70"
70,"female",0.00983069361004915,"Queensland","female_70"
71,"male",0.0165665709229118,"Queensland","male_71"
71,"female",0.0100019975458722,"Queensland","female_71"
72,"male",0.0172903702440826,"Queensland","male_72"
72,"female",0.010463690575712,"Queensland","female_72"
73,"male",0.0218475947211579,"Queensland","male_73"
73,"female",0.0137252927950602,"Queensland","female_73"
74,"male",0.0215597646721194,"Queensland","male_74"
74,"female",0.0142361111111111,"Queensland","female_74"
75,"male",0.0251097073813881,"Queensland","male_75"
75,"female",0.0163050699466621,"Queensland","female_75"
76,"male",0.0288614873211599,"Queensland","male_76"
76,"female",0.0182470068506306,"Queensland","female_76"
77,"male",0.0295715705995237,"Queensland","male_77"
77,"female",0.018868759262946,"Queensland","female_77"
78,"male",0.0353680291631118,"Queensland","male_78"
78,"female",0.0235645698608662,"Queensland","female_78"
79,"male",0.0427952480782669,"Queensland","male_79"
79,"female",0.0268591833566216,"Queensland","female_79"
8,"male",8.64553314121037e-05,"Queensland","male_8"
8,"female",9.01144453455889e-05,"Queensland","female_8"
80,"male",0.0461380405342299,"Queensland","male_80"
80,"female",0.0290048341390232,"Queensland","female_80"
81,"male",0.0519173434769199,"Queensland","male_81"
81,"female",0.0352790250160359,"Queensland","female_81"
82,"male",0.0581364380017502,"Queensland","male_82"
82,"female",0.0397211413748379,"Queensland","female_82"
83,"male",0.06458921090878,"Queensland","male_83"
83,"female",0.0439201321554263,"Queensland","female_83"
84,"male",0.0759506320891421,"Queensland","male_84"
84,"female",0.0543038024458338,"Queensland","female_84"
85,"male",0.0872961569164101,"Queensland","male_85"
85,"female",0.0606340007024938,"Queensland","female_85"
86,"male",0.0985631623431506,"Queensland","male_86"
86,"female",0.0681355129116323,"Queensland","female_86"
87,"male",0.108482110848211,"Queensland","male_87"
87,"female",0.0835309617918314,"Queensland","female_87"
88,"male",0.123267326732673,"Queensland","male_88"
88,"female",0.0865215479331574,"Queensland","female_88"
89,"male",0.136303064915286,"Queensland","male_89"
89,"female",0.101977297693153,"Queensland","female_89"
9,"male",7.53998548552794e-05,"Queensland","male_9"
9,"female",5.91103886508054e-05,"Queensland","female_9"
90,"male",0.152960721490447,"Queensland","male_90"
90,"female",0.118829091920456,"Queensland","female_90"
91,"male",0.177220756376429,"Queensland","male_91"
91,"female",0.138266248895316,"Queensland","female_91"
92,"male",0.20292299044407,"Queensland","male_92"
92,"female",0.159346678617668,"Queensland","female_92"
93,"male",0.216111915098891,"Queensland","male_93"
93,"female",0.178101670814077,"Queensland","female_93"
94,"male",0.241810199257008,"Queensland","male_94"
94,"female",0.19886702444842,"Queensland","female_94"
95,"male",0.261337073398784,"Queensland","male_95"
95,"female",0.224517906336088,"Queensland","female_95"
96,"male",0.285216178521618,"Queensland","male_96"
96,"female",0.261616975557346,"Queensland","female_96"
97,"male",0.348082595870207,"Queensland","male_97"
97,"female",0.272305496074233,"Queensland","female_97"
98,"male",0.330496453900709,"Queensland","male_98"
98,"female",0.309236947791165,"Queensland","female_98"
99,"male",0.346846846846847,"Queensland","male_99"
99,"female",0.322195704057279,"Queensland","female_99"
100,"male",0.346846846846847,"Queensland","male_100"
100,"female",0.322195704057279,"Queensland","female_100"
0,"male",0.00316216402007287,"South Australia","male_0"
0,"female",0.0021203953279425,"South Australia","female_0"
1,"male",0.00016735281320079,"South Australia","male_1"
1,"female",0.000250734293287485,"South Australia","female_1"
10,"male",6.13252384018643e-05,"South Australia","male_10"
10,"female",0.000159169770477191,"South Australia","female_10"
11,"male",0.000123012578036104,"South Australia","male_11"
11,"female",0.000157738658590447,"South Australia","female_11"
12,"male",0.000185632077222944,"South Australia","male_12"
12,"female",0.000256090143730593,"South Australia","female_12"
13,"male",0.00012629850652016,"South Australia","male_13"
13,"female",0.000202634245187437,"South Australia","female_13"
14,"male",0.000229681399087837,"South Australia","male_14"
14,"female",6.86294694942008e-05,"South Australia","female_14"
15,"male",0.000163174727498205,"South Australia","male_15"
15,"female",0.000173502671941148,"South Australia","female_15"
16,"male",0.000329641350210971,"South Australia","male_16"
16,"female",0.000138643374579737,"South Australia","female_16"
17,"male",0.00039032006245121,"South Australia","male_17"
17,"female",0.000308134757600657,"South Australia","female_17"
18,"male",0.000624395117230183,"South Australia","male_18"
18,"female",0.000195484312383931,"South Australia","female_18"
19,"male",0.000693120776295269,"South Australia","male_19"
19,"female",0.000188022938798533,"South Australia","female_19"
2,"male",3.28245527654686e-05,"South Australia","male_2"
2,"female",0.00024427694025684,"South Australia","female_2"
20,"male",0.000655102680224444,"South Australia","male_20"
20,"female",0.000304831580551745,"South Australia","female_20"
21,"male",0.000283013528046641,"South Australia","male_21"
21,"female",0.00029967934310288,"South Australia","female_21"
22,"male",0.000332281109818907,"South Australia","male_22"
22,"female",0.000176025347650062,"South Australia","female_22"
23,"male",0.000557236108899857,"South Australia","male_23"
23,"female",0.000286196731633325,"South Australia","female_23"
24,"male",0.000549062671582085,"South Australia","male_24"
24,"female",0.000140232786425466,"South Australia","female_24"
25,"male",0.00052281107258819,"South Australia","male_25"
25,"female",0.000368167657887284,"South Australia","female_25"
26,"male",0.000715071507150715,"South Australia","male_26"
26,"female",0.000310655483069276,"South Australia","female_26"
27,"male",0.000646648672964462,"South Australia","male_27"
27,"female",0.000197305372343424,"South Australia","female_27"
28,"male",0.000749937505207899,"South Australia","male_28"
28,"female",0.000225206204430932,"South Australia","female_28"
29,"male",0.000666555574070988,"South Australia","male_29"
29,"female",0.000250145918452431,"South Australia","female_29"
3,"male",0.000281663693549901,"South Australia","male_3"
3,"female",9.78856695379796e-05,"South Australia","female_3"
30,"male",0.000638516420976653,"South Australia","male_30"
30,"female",0.000168705187684521,"South Australia","female_30"
31,"male",0.00104768376939631,"South Australia","male_31"
31,"female",0.000417048961548086,"South Australia","female_31"
32,"male",0.000938646642204966,"South Australia","male_32"
32,"female",0.000388015853219146,"South Australia","female_32"
33,"male",0.000780705423114457,"South Australia","male_33"
33,"female",0.000302206104563312,"South Australia","female_33"
34,"male",0.000999417006746065,"South Australia","male_34"
34,"female",0.000442931096531296,"South Australia","female_34"
