"year","age","sex","join_variable","rate","age_cohort","location","assumption"
2019,17,"male","2019_17",0.000360064815556227,17,"Australia","high"
2020,18,"male","2020_18",0.000420088224703758,17,"Australia","high"
2021,19,"male","2021_19",0.000470110484619841,17,"Australia","high"
2022,20,"male","2022_20",0.000490120089230741,17,"Australia","high"
2023,21,"male","2023_21",0.000500125041682243,17,"Australia","high"
2024,22,"male","2024_22",0.000500125041682243,17,"Australia","high"
2025,23,"male","2025_23",0.000500125041682243,17,"Australia","high"
2026,24,"male","2026_24",0.000500125041682243,17,"Australia","high"
2027,25,"male","2027_25",0.000490120089230741,17,"Australia","high"
2028,26,"male","2028_26",0.000490120089230741,17,"Australia","high"
2029,27,"male","2029_27",0.000500125041682243,17,"Australia","high"
2030,28,"male","2030_28",0.00051013009423393,17,"Australia","high"
2031,29,"male","2031_29",0.000530140499645432,17,"Australia","high"
2032,30,"male","2032_30",0.000560156858563269,17,"Australia","high"
2033,31,"male","2033_31",0.000610186125694964,17,"Australia","high"
2034,32,"male","2034_32",0.000650211341586356,17,"Australia","high"
2035,33,"male","2035_33",0.00071025216936722,17,"Australia","high"
2036,34,"male","2036_34",0.000770296602265652,17,"Australia","high"
2037,35,"male","2037_35",0.000830344640714389,17,"Australia","high"
2038,36,"male","2038_36",0.00089039628514658,17,"Australia","high"
2039,37,"male","2039_37",0.000950451535995455,17,"Australia","high"
2040,38,"male","2040_38",0.00101051039369398,17,"Australia","high"
2041,39,"male","2041_39",0.00107057285867566,17,"Australia","high"
2042,40,"male","2042_40",0.00115066175739597,17,"Australia","high"
2043,41,"male","2043_41",0.00124076943613299,17,"Australia","high"
2044,42,"male","2044_42",0.00133088523499547,17,"Australia","high"
2045,43,"male","2045_43",0.00142100915544693,17,"Australia","high"
2046,44,"male","2046_44",0.00149111115388334,17,"Australia","high"
2047,45,"male","2047_45",0.00158124951633067,17,"Australia","high"
2048,46,"male","2048_46",0.00169142966097839,17,"Australia","high"
2049,47,"male","2049_47",0.00181164002926741,17,"Australia","high"
2050,48,"male","2050_48",0.0019418842373414,17,"Australia","high"
2051,49,"male","2051_49",0.00206212471844808,17,"Australia","high"
2052,50,"male","2052_50",0.00217235786165741,17,"Australia","high"
2053,51,"male","2053_51",0.00229262605988411,17,"Australia","high"
2054,52,"male","2054_52",0.00243295724170298,17,"Australia","high"
2055,53,"male","2055_53",0.00258333393560385,17,"Australia","high"
2056,54,"male","2056_54",0.00276381582273105,17,"Australia","high"
2057,55,"male","2057_55",0.00295435982643651,17,"Australia","high"
2058,56,"male","2058_56",0.00314494014407884,17,"Australia","high"
2059,57,"male","2059_57",0.00332552342857688,17,"Australia","high"
2060,58,"male","2060_58",0.00349610425670889,17,"Australia","high"
2061,59,"male","2061_59",0.00365667750354392,17,"Australia","high"
2062,60,"male","2062_60",0.00379720024838503,17,"Australia","high"
2063,61,"male","2063_61",0.00393774274264334,17,"Australia","high"
2064,62,"male","2064_62",0.00408834590860652,17,"Australia","high"
2065,63,"male","2065_63",0.00424901428941492,17,"Australia","high"
2066,64,"male","2066_64",0.00444988607363089,17,"Australia","high"
2067,65,"male","2066_65",0.00473117437590144,17,"Australia","high"
2068,66,"male","2066_66",0.00505274363665151,17,"Australia","high"
2069,67,"male","2066_67",0.00542468704522684,17,"Australia","high"
2070,68,"male","2066_68",0.00586717827804689,17,"Australia","high"
2071,69,"male","2066_69",0.00636018315268248,17,"Australia","high"
2072,70,"male","2066_70",0.00691384564411308,17,"Australia","high"
2073,71,"male","2066_71",0.00755849357787941,17,"Australia","high"
2074,72,"male","2066_72",0.00832455314623205,17,"Australia","high"
2075,73,"male","2066_73",0.00923248856360592,17,"Australia","high"
2076,74,"male","2066_74",0.0103129966084439,17,"Australia","high"
2077,75,"male","2066_75",0.0115767527605216,17,"Australia","high"
2078,76,"male","2066_76",0.0130447135208085,17,"Australia","high"
2079,77,"male","2066_77",0.0147685197051783,17,"Australia","high"
2080,78,"male","2066_78",0.0167901693074742,17,"Australia","high"
2081,79,"male","2066_79",0.0192235949677592,17,"Australia","high"
2082,80,"male","2066_80",0.0221433646856899,17,"Australia","high"
2083,81,"male","2066_81",0.0255742511194303,17,"Australia","high"
2084,82,"male","2066_82",0.0295421023809878,17,"Australia","high"
2085,83,"male","2066_83",0.0341671041730042,17,"Australia","high"
2086,84,"male","2066_84",0.0395935826604767,17,"Australia","high"
2087,85,"male","2066_85",0.0459392319414452,17,"Australia","high"
2088,86,"male","2066_86",0.0529051189949894,17,"Australia","high"
2089,87,"male","2066_87",0.0603234171831052,17,"Australia","high"
2090,88,"male","2066_88",0.0681075492146776,17,"Australia","high"
2091,89,"male","2066_89",0.0761577638497315,17,"Australia","high"
2092,90,"male","2066_90",0.0843277085240669,17,"Australia","high"
2093,91,"male","2066_91",0.0944645374606209,17,"Australia","high"
2094,92,"male","2066_92",0.106895025749778,17,"Australia","high"
2095,93,"male","2066_93",0.121828708365134,17,"Australia","high"
2096,94,"male","2066_94",0.139468985291276,17,"Australia","high"
2097,95,"male","2066_95",0.159816701453885,17,"Australia","high"
2098,96,"male","2066_96",0.178397266901801,17,"Australia","high"
2099,97,"male","2066_97",0.195248754120694,17,"Australia","high"
2100,98,"male","2066_98",0.210202647181409,17,"Australia","high"
2101,99,"male","2066_99",0.223118551626705,17,"Australia","high"
2102,100,"male","2066_100",0.25930195811749,17,"Australia","high"
2019,22,"male","2019_22",0.000570162511757361,22,"Australia","high"
2020,23,"male","2020_23",0.000570162511757361,22,"Australia","high"
2021,24,"male","2021_24",0.000560156858563269,22,"Australia","high"
2022,25,"male","2022_25",0.000560156858563269,22,"Australia","high"
2023,26,"male","2023_26",0.00055015130548127,22,"Australia","high"
2024,27,"male","2024_27",0.000560156858563269,22,"Australia","high"
2025,28,"male","2025_28",0.000570162511757361,22,"Australia","high"
2026,29,"male","2026_29",0.000590174118489954,22,"Australia","high"
2027,30,"male","2027_30",0.00062019227947958,22,"Australia","high"
2028,31,"male","2028_31",0.000670224550304687,22,"Australia","high"
2029,32,"male","2029_32",0.00071025216936722,22,"Australia","high"
2030,33,"male","2030_33",0.000760288946408772,22,"Australia","high"
2031,34,"male","2031_34",0.000820336383902481,22,"Australia","high"
2032,35,"male","2032_35",0.000880387427307355,22,"Australia","high"
2033,36,"male","2033_36",0.000940442077056719,22,"Australia","high"
2034,37,"male","2034_37",0.00101051039369398,22,"Australia","high"
2035,38,"male","2035_38",0.00108058362024439,22,"Australia","high"
2036,39,"male","2036_39",0.00115066175739597,22,"Australia","high"
2037,40,"male","2037_40",0.00124076943613299,22,"Australia","high"
2038,41,"male","2038_41",0.00134089860284158,22,"Australia","high"
2039,42,"male","2039_42",0.00143102342578231,22,"Australia","high"
2040,43,"male","2040_43",0.00153117164523066,22,"Australia","high"
2041,44,"male","2041_44",0.00160128136697388,22,"Australia","high"
2042,45,"male","2042_45",0.00170144663975757,22,"Australia","high"
2043,46,"male","2043_46",0.00182165821226971,22,"Australia","high"
2044,47,"male","2044_47",0.0019418842373414,22,"Australia","high"
2045,48,"male","2045_48",0.00208216620432454,22,"Australia","high"
2046,49,"male","2046_49",0.00222246785309909,22,"Australia","high"
2047,50,"male","2047_50",0.00233271867382772,22,"Australia","high"
2048,51,"male","2048_51",0.00247305548239798,22,"Australia","high"
2049,52,"male","2049_52",0.00261341198815245,22,"Australia","high"
2050,53,"male","2050_53",0.002783871376616,22,"Australia","high"
2051,54,"male","2051_54",0.00297441920218943,22,"Australia","high"
2052,55,"male","2052_55",0.00318506694477433,22,"Australia","high"
2053,56,"male","2053_56",0.00338572510420842,22,"Australia","high"
2054,57,"male","2054_57",0.0035763876571554,22,"Australia","high"
2055,58,"male","2055_58",0.00376708656924403,22,"Australia","high"
2056,59,"male","2056_59",0.00393774274264334,22,"Australia","high"
2057,60,"male","2057_60",0.00408834590860652,22,"Australia","high"
2058,61,"male","2058_61",0.00423897175929973,22,"Australia","high"
2059,62,"male","2059_62",0.0043996643446871,22,"Australia","high"
2060,63,"male","2060_63",0.00458047437410925,22,"Australia","high"
2061,64,"male","2061_64",0.00478141275703052,22,"Australia","high"
2062,65,"male","2062_65",0.00501254182354429,22,"Australia","high"
2063,66,"male","2063_66",0.00528393543137773,22,"Australia","high"
2064,67,"male","2064_67",0.00559562635715987,22,"Australia","high"
2065,68,"male","2065_68",0.00595771197424739,22,"Australia","high"
2066,69,"male","2066_69",0.00636018315268248,22,"Australia","high"
2067,70,"male","2066_70",0.00691384564411308,22,"Australia","high"
2068,71,"male","2066_71",0.00755849357787941,22,"Australia","high"
2069,72,"male","2066_72",0.00832455314623205,22,"Australia","high"
2070,73,"male","2066_73",0.00923248856360592,22,"Australia","high"
2071,74,"male","2066_74",0.0103129966084439,22,"Australia","high"
2072,75,"male","2066_75",0.0115767527605216,22,"Australia","high"
2073,76,"male","2066_76",0.0130447135208085,22,"Australia","high"
2074,77,"male","2066_77",0.0147685197051783,22,"Australia","high"
2075,78,"male","2066_78",0.0167901693074742,22,"Australia","high"
2076,79,"male","2066_79",0.0192235949677592,22,"Australia","high"
2077,80,"male","2066_80",0.0221433646856899,22,"Australia","high"
2078,81,"male","2066_81",0.0255742511194303,22,"Australia","high"
2079,82,"male","2066_82",0.0295421023809878,22,"Australia","high"
2080,83,"male","2066_83",0.0341671041730042,22,"Australia","high"
2081,84,"male","2066_84",0.0395935826604767,22,"Australia","high"
2082,85,"male","2066_85",0.0459392319414452,22,"Australia","high"
2083,86,"male","2066_86",0.0529051189949894,22,"Australia","high"
2084,87,"male","2066_87",0.0603234171831052,22,"Australia","high"
2085,88,"male","2066_88",0.0681075492146776,22,"Australia","high"
2086,89,"male","2066_89",0.0761577638497315,22,"Australia","high"
2087,90,"male","2066_90",0.0843277085240669,22,"Australia","high"
2088,91,"male","2066_91",0.0944645374606209,22,"Australia","high"
2089,92,"male","2066_92",0.106895025749778,22,"Australia","high"
2090,93,"male","2066_93",0.121828708365134,22,"Australia","high"
2091,94,"male","2066_94",0.139468985291276,22,"Australia","high"
2092,95,"male","2066_95",0.159816701453885,22,"Australia","high"
2093,96,"male","2066_96",0.178397266901801,22,"Australia","high"
2094,97,"male","2066_97",0.195248754120694,22,"Australia","high"
2095,98,"male","2066_98",0.210202647181409,22,"Australia","high"
2096,99,"male","2066_99",0.223118551626705,22,"Australia","high"
2097,100,"male","2066_100",0.25930195811749,22,"Australia","high"
2019,27,"male","2019_27",0.000630198533388422,27,"Australia","high"
2020,28,"male","2020_28",0.000640204887423272,27,"Australia","high"
2021,29,"male","2021_29",0.000660217895879456,27,"Australia","high"
2022,30,"male","2022_30",0.000680231304864163,27,"Australia","high"
2023,31,"male","2023_31",0.000730266579743379,27,"Australia","high"
2024,32,"male","2024_32",0.000770296602265652,27,"Australia","high"
2025,33,"male","2025_33",0.000820336383902481,27,"Australia","high"
2026,34,"male","2026_34",0.000880387427307355,27,"Australia","high"
2027,35,"male","2027_35",0.000930432718306139,27,"Australia","high"
2028,36,"male","2028_36",0.000990490373673386,27,"Australia","high"
2029,37,"male","2029_37",0.00105055163617913,27,"Australia","high"
2030,38,"male","2030_38",0.00112062766870308,27,"Australia","high"
2031,39,"male","2031_39",0.0011907086122215,27,"Australia","high"
2032,40,"male","2032_40",0.00129083276625604,27,"Australia","high"
2033,41,"male","2033_41",0.0014009809156281,27,"Australia","high"
2034,42,"male","2034_42",0.00151114119895163,27,"Australia","high"
2035,43,"male","2035_43",0.00163132989534944,27,"Australia","high"
2036,44,"male","2036_44",0.00173149817814814,27,"Australia","high"
2037,45,"male","2037_45",0.00183167649563689,27,"Australia","high"
2038,46,"male","2038_46",0.00196192331354056,27,"Australia","high"
2039,47,"male","2039_47",0.00209218709788777,27,"Australia","high"
2040,48,"male","2040_48",0.00224251255278006,27,"Australia","high"
2041,49,"male","2041_49",0.00239286060881232,27,"Australia","high"
2042,50,"male","2042_50",0.00251315533102646,27,"Australia","high"
2043,51,"male","2043_51",0.00266354408624138,27,"Australia","high"
2044,52,"male","2044_52",0.00281395546163587,27,"Australia","high"
2045,53,"male","2045_53",0.00299447898032898,27,"Australia","high"
2046,54,"male","2046_54",0.00320513094894834,27,"Australia","high"
2047,55,"male","2047_55",0.00342586156819126,27,"Australia","high"
2048,56,"male","2048_56",0.00363660443758313,27,"Australia","high"
2049,57,"male","2049_57",0.00384739172889366,27,"Australia","high"
2050,58,"male","2050_58",0.00404818284656934,27,"Australia","high"
2051,59,"male","2051_59",0.00423897175929973,27,"Australia","high"
2052,60,"male","2052_60",0.0043996643446871,27,"Australia","high"
2053,61,"male","2053_61",0.0045603827563316,27,"Australia","high"
2054,62,"male","2054_62",0.00473117437590144,27,"Australia","high"
2055,63,"male","2055_63",0.00492209365279684,27,"Australia","high"
2056,64,"male","2056_64",0.00515325524080081,27,"Australia","high"
2057,65,"male","2057_65",0.00540457845885977,27,"Australia","high"
2058,66,"male","2058_66",0.00568613547098651,27,"Australia","high"
2059,67,"male","2059_67",0.00601807232556302,27,"Australia","high"
2060,68,"male","2060_68",0.00641050344133027,27,"Australia","high"
2061,69,"male","2061_69",0.00685343120101524,27,"Australia","high"
2062,70,"male","2062_70",0.00733684897401811,27,"Australia","high"
2063,71,"male","2063_71",0.00790113189625729,27,"Australia","high"
2064,72,"male","2064_72",0.00857667475085924,27,"Australia","high"
2065,73,"male","2065_73",0.00937379708070715,27,"Australia","high"
2066,74,"male","2066_74",0.0103129966084439,27,"Australia","high"
2067,75,"male","2066_75",0.0115767527605216,27,"Australia","high"
2068,76,"male","2066_76",0.0130447135208085,27,"Australia","high"
2069,77,"male","2066_77",0.0147685197051783,27,"Australia","high"
2070,78,"male","2066_78",0.0167901693074742,27,"Australia","high"
2071,79,"male","2066_79",0.0192235949677592,27,"Australia","high"
2072,80,"male","2066_80",0.0221433646856899,27,"Australia","high"
2073,81,"male","2066_81",0.0255742511194303,27,"Australia","high"
2074,82,"male","2066_82",0.0295421023809878,27,"Australia","high"
2075,83,"male","2066_83",0.0341671041730042,27,"Australia","high"
2076,84,"male","2066_84",0.0395935826604767,27,"Australia","high"
2077,85,"male","2066_85",0.0459392319414452,27,"Australia","high"
2078,86,"male","2066_86",0.0529051189949894,27,"Australia","high"
2079,87,"male","2066_87",0.0603234171831052,27,"Australia","high"
2080,88,"male","2066_88",0.0681075492146776,27,"Australia","high"
2081,89,"male","2066_89",0.0761577638497315,27,"Australia","high"
2082,90,"male","2066_90",0.0843277085240669,27,"Australia","high"
2083,91,"male","2066_91",0.0944645374606209,27,"Australia","high"
2084,92,"male","2066_92",0.106895025749778,27,"Australia","high"
2085,93,"male","2066_93",0.121828708365134,27,"Australia","high"
2086,94,"male","2066_94",0.139468985291276,27,"Australia","high"
2087,95,"male","2066_95",0.159816701453885,27,"Australia","high"
2088,96,"male","2066_96",0.178397266901801,27,"Australia","high"
2089,97,"male","2066_97",0.195248754120694,27,"Australia","high"
2090,98,"male","2066_98",0.210202647181409,27,"Australia","high"
2091,99,"male","2066_99",0.223118551626705,27,"Australia","high"
2092,100,"male","2066_100",0.25930195811749,27,"Australia","high"
2019,32,"male","2019_32",0.000830344640714389,32,"Australia","high"
2020,33,"male","2020_33",0.000880387427307355,32,"Australia","high"
2021,34,"male","2021_34",0.000930432718306139,32,"Australia","high"
2022,35,"male","2022_35",0.00098048051396142,32,"Australia","high"
2023,36,"male","2023_36",0.00104054117524742,32,"Australia","high"
2024,37,"male","2024_37",0.00109059448202957,32,"Australia","high"
2025,38,"male","2025_38",0.0011606733207518,32,"Australia","high"
2026,39,"male","2026_39",0.00124076943613299,32,"Australia","high"
2027,40,"male","2027_40",0.00133088523499547,32,"Australia","high"
2028,41,"male","2028_41",0.00144103779640419,32,"Australia","high"
2029,42,"male","2029_42",0.00155120249273651,32,"Australia","high"
2030,43,"male","2030_43",0.00166137932666619,32,"Australia","high"
2031,44,"male","2031_44",0.00176155061966081,32,"Australia","high"
2032,45,"male","2032_45",0.00188176941801836,32,"Australia","high"
2033,46,"male","2033_46",0.002032063242728,32,"Australia","high"
2034,47,"male","2034_47",0.00220242355520004,32,"Australia","high"
2035,48,"male","2035_48",0.00239286060881232,32,"Australia","high"
2036,49,"male","2036_49",0.00257330811912628,32,"Australia","high"
2037,50,"male","2037_50",0.00270365157431482,32,"Australia","high"
2038,51,"male","2038_51",0.00286409761465013,32,"Australia","high"
2039,52,"male","2039_52",0.00302456940204848,32,"Australia","high"
2040,53,"male","2040_53",0.00322519535569468,32,"Australia","high"
2041,54,"male","2041_54",0.00344593040429981,32,"Australia","high"
2042,55,"male","2042_55",0.00368678785799523,32,"Australia","high"
2043,56,"male","2043_56",0.00391766403410517,32,"Australia","high"
2044,57,"male","2044_57",0.00414859352633359,32,"Australia","high"
2045,58,"male","2045_58",0.00435948877745286,32,"Australia","high"
2046,59,"male","2046_59",0.0045603827563316,32,"Australia","high"
2047,60,"male","2047_60",0.00473117437590144,32,"Australia","high"
2048,61,"male","2048_61",0.00491204436102064,32,"Australia","high"
2049,62,"male","2049_62",0.00509294706600938,32,"Australia","high"
2050,63,"male","2050_63",0.00530404159190601,32,"Australia","high"
2051,64,"male","2051_64",0.00554534705562934,32,"Australia","high"
2052,65,"male","2052_65",0.00581688532156485,32,"Australia","high"
2053,66,"male","2053_66",0.00611868100817718,32,"Australia","high"
2054,67,"male","2054_67",0.0064809560996892,32,"Australia","high"
2055,68,"male","2055_68",0.00690377631679446,32,"Australia","high"
2056,69,"male","2056_69",0.00737714433904913,32,"Australia","high"
2057,70,"male","2057_70",0.00789105262277117,32,"Australia","high"
2058,71,"male","2058_71",0.00850607429394409,32,"Australia","high"
2059,72,"male","2059_72",0.00922239586214283,32,"Australia","high"
2060,73,"male","2060_73",0.0100806393429506,32,"Australia","high"
2061,74,"male","2061_74",0.0110912814898741,32,"Australia","high"
2062,75,"male","2062_75",0.0122750308756126,32,"Australia","high"
2063,76,"male","2063_76",0.0136325017312964,32,"Australia","high"
2064,77,"male","2064_77",0.0152050125429676,32,"Australia","high"
2065,78,"male","2065_78",0.0170444346092585,32,"Australia","high"
2066,79,"male","2066_79",0.0192235949677592,32,"Australia","high"
2067,80,"male","2066_80",0.0221433646856899,32,"Australia","high"
2068,81,"male","2066_81",0.0255742511194303,32,"Australia","high"
2069,82,"male","2066_82",0.0295421023809878,32,"Australia","high"
2070,83,"male","2066_83",0.0341671041730042,32,"Australia","high"
2071,84,"male","2066_84",0.0395935826604767,32,"Australia","high"
2072,85,"male","2066_85",0.0459392319414452,32,"Australia","high"
2073,86,"male","2066_86",0.0529051189949894,32,"Australia","high"
2074,87,"male","2066_87",0.0603234171831052,32,"Australia","high"
2075,88,"male","2066_88",0.0681075492146776,32,"Australia","high"
2076,89,"male","2066_89",0.0761577638497315,32,"Australia","high"
2077,90,"male","2066_90",0.0843277085240669,32,"Australia","high"
2078,91,"male","2066_91",0.0944645374606209,32,"Australia","high"
2079,92,"male","2066_92",0.106895025749778,32,"Australia","high"
2080,93,"male","2066_93",0.121828708365134,32,"Australia","high"
2081,94,"male","2066_94",0.139468985291276,32,"Australia","high"
2082,95,"male","2066_95",0.159816701453885,32,"Australia","high"
2083,96,"male","2066_96",0.178397266901801,32,"Australia","high"
2084,97,"male","2066_97",0.195248754120694,32,"Australia","high"
2085,98,"male","2066_98",0.210202647181409,32,"Australia","high"
2086,99,"male","2066_99",0.223118551626705,32,"Australia","high"
2087,100,"male","2066_100",0.25930195811749,32,"Australia","high"
2019,37,"male","2019_37",0.00114065029427066,37,"Australia","high"
2020,38,"male","2020_38",0.00121073264105679,37,"Australia","high"
2021,39,"male","2021_39",0.00128081989972239,37,"Australia","high"
2022,40,"male","2022_40",0.0013709393079993,37,"Australia","high"
2023,41,"male","2023_41",0.00148109628179826,37,"Australia","high"
2024,42,"male","2024_42",0.00159126539149284,37,"Australia","high"
2025,43,"male","2025_43",0.00170144663975757,37,"Australia","high"
2026,44,"male","2026_44",0.00180162194662821,37,"Australia","high"
2027,45,"male","2027_45",0.00191182637595588,37,"Australia","high"
2028,46,"male","2028_46",0.00207214541117872,37,"Australia","high"
2029,47,"male","2029_47",0.00224251255278006,37,"Australia","high"
2030,48,"male","2030_48",0.00243295724170298,37,"Australia","high"
2031,49,"male","2031_49",0.00261341198815245,37,"Australia","high"
2032,50,"male","2032_50",0.0027938993043949,37,"Australia","high"
2033,51,"male","2033_51",0.00299447898032898,37,"Australia","high"
2034,52,"male","2034_52",0.00319509889654086,37,"Australia","high"
2035,53,"male","2035_53",0.00343589593590082,37,"Australia","high"
2036,54,"male","2036_54",0.00370686193132651,37,"Australia","high"
2037,55,"male","2037_55",0.00396786156138552,37,"Australia","high"
2038,56,"male","2038_56",0.00421888700162175,37,"Australia","high"
2039,57,"male","2039_57",0.00445993072209334,37,"Australia","high"
2040,58,"male","2040_58",0.00469098548812357,37,"Australia","high"
2041,59,"male","2041_59",0.00490199517023158,37,"Australia","high"
2042,60,"male","2042_60",0.00509294706600938,37,"Australia","high"
2043,61,"male","2043_61",0.00528393543137773,37,"Australia","high"
2044,62,"male","2044_62",0.00548501523057327,37,"Australia","high"
2045,63,"male","2045_63",0.00570624971992115,37,"Australia","high"
2046,64,"male","2046_64",0.0059677717797915,37,"Australia","high"
2047,65,"male","2047_65",0.00625955017114423,37,"Australia","high"
2048,66,"male","2048_66",0.0065816113655544,37,"Australia","high"
2049,67,"male","2049_67",0.0069742637373365,37,"Australia","high"
2050,68,"male","2050_68",0.00742751582879658,37,"Australia","high"
2051,69,"male","2051_69",0.00793137032628028,37,"Australia","high"
2052,70,"male","2052_70",0.00849598892126432,37,"Australia","high"
2053,71,"male","2053_71",0.00915174980391117,37,"Australia","high"
2054,72,"male","2054_72",0.00992913107788491,37,"Australia","high"
2055,73,"male","2055_73",0.0108587433348759,37,"Australia","high"
2056,74,"male","2056_74",0.0119410109426513,37,"Australia","high"
2057,75,"male","2057_75",0.0132169604828486,37,"Australia","high"
2058,76,"male","2058_76",0.014677184846151,37,"Australia","high"
2059,77,"male","2059_77",0.0163733141179453,37,"Australia","high"
2060,78,"male","2060_78",0.0183472868180593,37,"Australia","high"
2061,79,"male","2061_79",0.0206824141952023,37,"Australia","high"
2062,80,"male","2062_80",0.0234835937482833,37,"Australia","high"
2063,81,"male","2063_81",0.026723924307785,37,"Australia","high"
2064,82,"male","2064_82",0.0304282801279127,37,"Australia","high"
2065,83,"male","2065_83",0.034674263934021,37,"Australia","high"
2066,84,"male","2066_84",0.0395935826604767,37,"Australia","high"
2067,85,"male","2066_85",0.0459392319414452,37,"Australia","high"
2068,86,"male","2066_86",0.0529051189949894,37,"Australia","high"
2069,87,"male","2066_87",0.0603234171831052,37,"Australia","high"
2070,88,"male","2066_88",0.0681075492146776,37,"Australia","high"
2071,89,"male","2066_89",0.0761577638497315,37,"Australia","high"
2072,90,"male","2066_90",0.0843277085240669,37,"Australia","high"
2073,91,"male","2066_91",0.0944645374606209,37,"Australia","high"
2074,92,"male","2066_92",0.106895025749778,37,"Australia","high"
2075,93,"male","2066_93",0.121828708365134,37,"Australia","high"
2076,94,"male","2066_94",0.139468985291276,37,"Australia","high"
2077,95,"male","2066_95",0.159816701453885,37,"Australia","high"
2078,96,"male","2066_96",0.178397266901801,37,"Australia","high"
2079,97,"male","2066_97",0.195248754120694,37,"Australia","high"
2080,98,"male","2066_98",0.210202647181409,37,"Australia","high"
2081,99,"male","2066_99",0.223118551626705,37,"Australia","high"
2082,100,"male","2066_100",0.25930195811749,37,"Australia","high"
2019,42,"male","2019_42",0.00162131361890006,42,"Australia","high"
2020,43,"male","2020_43",0.00174151555830275,42,"Australia","high"
2021,44,"male","2021_44",0.00183167649563689,42,"Australia","high"
2022,45,"male","2022_45",0.00195190372524541,42,"Australia","high"
2023,46,"male","2023_46",0.0021022080918702,42,"Australia","high"
2024,47,"male","2024_47",0.00227258035567783,42,"Australia","high"
2025,48,"male","2025_48",0.00247305548239798,42,"Australia","high"
2026,49,"male","2026_49",0.00266354408624138,42,"Australia","high"
2027,50,"male","2027_50",0.00285406898290647,42,"Australia","high"
2028,51,"male","2028_51",0.003064691372845,42,"Australia","high"
2029,52,"male","2029_52",0.0032753581339205,42,"Australia","high"
2030,53,"male","2030_53",0.0035262097765582,42,"Australia","high"
2031,54,"male","2031_54",0.00381727653828735,42,"Australia","high"
2032,55,"male","2032_55",0.00411846926374807,42,"Australia","high"
2033,56,"male","2033_56",0.004419752733599,42,"Australia","high"
2034,57,"male","2034_57",0.00472112700253598,42,"Australia","high"
2035,58,"male","2035_58",0.00501254182354429,42,"Australia","high"
2036,59,"male","2036_59",0.00528393543137773,42,"Australia","high"
2037,60,"male","2037_60",0.00548501523057327,42,"Australia","high"
2038,61,"male","2038_61",0.00568613547098651,42,"Australia","high"
2039,62,"male","2039_62",0.00589735526608398,42,"Australia","high"
2040,63,"male","2040_63",0.0061388039594099,42,"Australia","high"
2041,64,"male","2041_64",0.00642056780292269,42,"Australia","high"
2042,65,"male","2042_65",0.00673261326343182,42,"Australia","high"
2043,66,"male","2043_66",0.00708503972323012,42,"Australia","high"
2044,67,"male","2044_67",0.00749804017735716,42,"Australia","high"
2045,68,"male","2045_68",0.00799184992955247,42,"Australia","high"
2046,69,"male","2046_69",0.0085464168018416,42,"Australia","high"
2047,70,"male","2047_70",0.00914165791728339,42,"Australia","high"
2048,71,"male","2048_71",0.00984833605481441,42,"Australia","high"
2049,72,"male","2049_72",0.0106869020551453,42,"Australia","high"
2050,73,"male","2050_73",0.0116880397951911,42,"Australia","high"
2051,74,"male","2051_74",0.012852237313819,42,"Australia","high"
2052,75,"male","2052_75",0.014220635639972,42,"Australia","high"
2053,76,"male","2053_76",0.0157940722987832,42,"Australia","high"
2054,77,"male","2054_77",0.0176244013537395,42,"Australia","high"
2055,78,"male","2055_78",0.0197436290366112,42,"Australia","high"
2056,79,"male","2056_79",0.0222660590541723,42,"Australia","high"
2057,80,"male","2057_80",0.0252767831847928,42,"Australia","high"
2058,81,"male","2058_81",0.0287699134961138,42,"Australia","high"
2059,82,"male","2059_82",0.0327504902631928,42,"Australia","high"
2060,83,"male","2060_83",0.0373177249843823,42,"Australia","high"
2061,84,"male","2061_84",0.0426257035591568,42,"Australia","high"
2062,85,"male","2062_85",0.0487281660913526,42,"Australia","high"
2063,86,"male","2063_86",0.0552907472507864,42,"Australia","high"
2064,87,"male","2064_87",0.0621307554665065,42,"Australia","high"
2065,88,"male","2065_88",0.0691250230757309,42,"Australia","high"
2066,89,"male","2066_89",0.0761577638497315,42,"Australia","high"
2067,90,"male","2066_90",0.0843277085240669,42,"Australia","high"
2068,91,"male","2066_91",0.0944645374606209,42,"Australia","high"
2069,92,"male","2066_92",0.106895025749778,42,"Australia","high"
2070,93,"male","2066_93",0.121828708365134,42,"Australia","high"
2071,94,"male","2066_94",0.139468985291276,42,"Australia","high"
2072,95,"male","2066_95",0.159816701453885,42,"Australia","high"
2073,96,"male","2066_96",0.178397266901801,42,"Australia","high"
2074,97,"male","2066_97",0.195248754120694,42,"Australia","high"
2075,98,"male","2066_98",0.210202647181409,42,"Australia","high"
2076,99,"male","2066_99",0.223118551626705,42,"Australia","high"
2077,100,"male","2066_100",0.25930195811749,42,"Australia","high"
2019,47,"male","2019_47",0.00231267216592871,47,"Australia","high"
2020,48,"male","2020_48",0.00251315533102646,47,"Australia","high"
2021,49,"male","2021_49",0.00271367869768357,47,"Australia","high"
2022,50,"male","2022_50",0.00290421314738983,47,"Australia","high"
2023,51,"male","2023_51",0.00313490869548735,47,"Australia","high"
2024,52,"male","2024_52",0.00335562381336238,47,"Australia","high"
2025,53,"male","2025_53",0.00361653177454223,47,"Australia","high"
2026,54,"male","2026_54",0.00391766403410517,47,"Australia","high"
2027,55,"male","2027_55",0.00423897175929973,47,"Australia","high"
