"year","age","sex","join_variable","rate","age_cohort","location","assumption"
2040,78,"female","2040_78",0.0222149345711575,57,"Australia","medium"
2041,79,"female","2041_79",0.025225504552075,57,"Australia","medium"
2042,80,"female","2042_80",0.0288419592348967,57,"Australia","medium"
2043,81,"female","2043_81",0.0331535556324162,57,"Australia","medium"
2044,82,"female","2044_82",0.038314723685709,57,"Australia","medium"
2045,83,"female","2045_83",0.0443699477359405,57,"Australia","medium"
2046,84,"female","2046_84",0.0514301458565488,57,"Australia","medium"
2047,85,"female","2047_85",0.0595058728494965,57,"Australia","medium"
2048,86,"female","2048_86",0.0686429327226635,57,"Australia","medium"
2049,87,"female","2049_87",0.0790540299098392,57,"Australia","medium"
2050,88,"female","2050_88",0.0909427310085529,57,"Australia","medium"
2051,89,"female","2051_89",0.104560835487262,57,"Australia","medium"
2052,90,"female","2052_90",0.119932844841084,57,"Australia","medium"
2053,91,"female","2053_91",0.137378784353416,57,"Australia","medium"
2054,92,"female","2054_92",0.156946250462726,57,"Australia","medium"
2055,93,"female","2055_93",0.178887460059672,57,"Australia","medium"
2056,94,"female","2056_94",0.203377689399751,57,"Australia","medium"
2057,95,"female","2057_95",0.230419960284986,57,"Australia","medium"
2058,96,"female","2058_96",0.25801971570164,57,"Australia","medium"
2059,97,"female","2059_97",0.286136600642131,57,"Australia","medium"
2060,98,"female","2060_98",0.295566405615334,57,"Australia","medium"
2061,99,"female","2061_99",0.323212536291724,57,"Australia","medium"
2062,100,"female","2062_100",0.364303971103224,57,"Australia","medium"
2019,62,"female","2019_62",0.00454029154221884,62,"Australia","medium"
2020,63,"female","2020_63",0.00487184820376782,62,"Australia","medium"
2021,64,"female","2021_64",0.00522361937522535,62,"Australia","medium"
2022,65,"female","2022_65",0.0056559648561574,62,"Australia","medium"
2023,66,"female","2023_66",0.006168989145529,62,"Australia","medium"
2024,67,"female","2024_67",0.00677288428742876,62,"Australia","medium"
2025,68,"female","2025_68",0.00743759043122774,62,"Australia","medium"
2026,69,"female","2026_69",0.00819347502852773,62,"Australia","medium"
2027,70,"female","2027_70",0.00906092649051343,62,"Australia","medium"
2028,71,"female","2028_71",0.0100503358535015,62,"Australia","medium"
2029,72,"female","2029_72",0.0111721770032508,62,"Australia","medium"
2030,73,"female","2030_73",0.0124775215111126,62,"Australia","medium"
2031,74,"female","2031_74",0.013987368735938,62,"Australia","medium"
2032,75,"female","2032_75",0.0157229604652362,62,"Australia","medium"
2033,76,"female","2033_76",0.0176752916800084,62,"Australia","medium"
2034,77,"female","2034_77",0.0198966317144566,62,"Australia","medium"
2035,78,"female","2035_78",0.0224705831273685,62,"Australia","medium"
2036,79,"female","2036_79",0.025512698769137,62,"Australia","medium"
2037,80,"female","2037_80",0.0291610813429874,62,"Australia","medium"
2038,81,"female","2038_81",0.0335257602251686,62,"Australia","medium"
2039,82,"female","2039_82",0.0387304333600633,62,"Australia","medium"
2040,83,"female","2040_83",0.0448613919120233,62,"Australia","medium"
2041,84,"female","2041_84",0.0519988063604998,62,"Australia","medium"
2042,85,"female","2042_85",0.0601747230360701,62,"Australia","medium"
2043,86,"female","2043_86",0.0694036701388791,62,"Australia","medium"
2044,87,"female","2044_87",0.0799310472411279,62,"Australia","medium"
2045,88,"female","2045_88",0.0919617919171418,62,"Australia","medium"
2046,89,"female","2046_89",0.105727249563152,62,"Australia","medium"
2047,90,"female","2047_90",0.121264087493039,62,"Australia","medium"
2048,91,"female","2048_91",0.138905808961978,62,"Australia","medium"
2049,92,"female","2049_92",0.158690971369477,62,"Australia","medium"
2050,93,"female","2050_93",0.18088658685596,62,"Australia","medium"
2051,94,"female","2051_94",0.205647503697459,62,"Australia","medium"
2052,95,"female","2052_95",0.232991887369024,62,"Australia","medium"
2053,96,"female","2053_96",0.260910321954353,62,"Australia","medium"
2054,97,"female","2054_97",0.289363485234319,62,"Australia","medium"
2055,98,"female","2055_98",0.30293108321452,62,"Australia","medium"
2056,99,"female","2056_99",0.326866519596015,62,"Australia","medium"
2057,100,"female","2057_100",0.368443927538731,62,"Australia","medium"
2019,67,"female","2019_67",0.00709511087592405,67,"Australia","medium"
2020,68,"female","2020_68",0.00779026547506293,67,"Australia","medium"
2021,69,"female","2021_69",0.0085262453444531,67,"Australia","medium"
2022,70,"female","2022_70",0.00939398564186911,67,"Australia","medium"
2023,71,"female","2023_71",0.0103736204275609,67,"Australia","medium"
2024,72,"female","2024_72",0.0114857089430926,67,"Australia","medium"
2025,73,"female","2025_73",0.0127813343647332,67,"Australia","medium"
2026,74,"female","2026_74",0.0142713530375718,67,"Australia","medium"
2027,75,"female","2027_75",0.0160277610771973,67,"Australia","medium"
2028,76,"female","2028_76",0.0179908695209192,67,"Australia","medium"
2029,77,"female","2029_77",0.0202333200309817,67,"Australia","medium"
2030,78,"female","2030_78",0.0228286009400213,67,"Australia","medium"
2031,79,"female","2031_79",0.0258718075675706,67,"Australia","medium"
2032,80,"female","2032_80",0.0295421023809878,67,"Australia","medium"
2033,81,"female","2033_81",0.0339291382630844,67,"Australia","medium"
2034,82,"female","2034_82",0.0391775140863744,67,"Australia","medium"
2035,83,"female","2035_83",0.0453635417515302,67,"Australia","medium"
2036,84,"female","2036_84",0.0525783302188569,67,"Australia","medium"
2037,85,"female","2037_85",0.0608333936077487,67,"Australia","medium"
2038,86,"female","2038_86",0.0701757136261168,67,"Australia","medium"
2039,87,"female","2039_87",0.0808196761020144,67,"Australia","medium"
2040,88,"female","2040_88",0.0929818923703152,67,"Australia","medium"
2041,89,"female","2041_89",0.106895025749778,67,"Australia","medium"
2042,90,"female","2042_90",0.122619713547911,67,"Australia","medium"
2043,91,"female","2043_91",0.140458184695602,67,"Australia","medium"
2044,92,"female","2044_92",0.160462222441061,67,"Australia","medium"
2045,93,"female","2045_93",0.18290172505902,67,"Australia","medium"
2046,94,"female","2046_94",0.207947104432927,67,"Australia","medium"
2047,95,"female","2047_95",0.235608415959289,67,"Australia","medium"
2048,96,"female","2048_96",0.263835345977501,67,"Australia","medium"
2049,97,"female","2049_97",0.292614215497343,67,"Australia","medium"
2050,98,"female","2050_98",0.310500442532461,67,"Australia","medium"
2051,99,"female","2051_99",0.330547820681272,67,"Australia","medium"
2052,100,"female","2052_100",0.372630125014591,67,"Australia","medium"
2019,72,"female","2019_72",0.0120118543332455,72,"Australia","medium"
2020,73,"female","2020_73",0.0133385644391805,72,"Australia","medium"
2021,74,"female","2021_74",0.0148091156537082,72,"Australia","medium"
2022,75,"female","2022_75",0.0165664693085748,72,"Australia","medium"
2023,76,"female","2023_76",0.0185306366194348,72,"Australia","medium"
2024,77,"female","2024_77",0.0207538795932185,72,"Australia","medium"
2025,78,"female","2025_78",0.0233198053216168,72,"Australia","medium"
2026,79,"female","2026_79",0.0263337084518548,72,"Australia","medium"
2027,80,"female","2027_80",0.0300263115069729,72,"Australia","medium"
2028,81,"female","2028_81",0.0344258270150172,72,"Australia","medium"
2029,82,"female","2029_82",0.0396976268585458,72,"Australia","medium"
2030,83,"female","2030_83",0.0458973523870375,72,"Australia","medium"
2031,84,"female","2031_84",0.0531265527265781,72,"Australia","medium"
2032,85,"female","2032_85",0.0614499623162226,72,"Australia","medium"
2033,86,"female","2033_86",0.0708732096437926,72,"Australia","medium"
2034,87,"female","2034_87",0.0816331384049341,72,"Australia","medium"
2035,88,"female","2035_88",0.0939590929333838,72,"Australia","medium"
2036,89,"female","2036_89",0.108086449865058,72,"Australia","medium"
2037,90,"female","2037_90",0.123977179819711,72,"Australia","medium"
2038,91,"female","2038_91",0.142012974046972,72,"Australia","medium"
2039,92,"female","2039_92",0.162248377864875,72,"Australia","medium"
2040,93,"female","2040_93",0.184944995000669,72,"Australia","medium"
2041,94,"female","2041_94",0.210276685607386,72,"Australia","medium"
2042,95,"female","2042_95",0.23824449884945,72,"Australia","medium"
2043,96,"female","2043_96",0.266795065987004,72,"Australia","medium"
2044,97,"female","2044_97",0.295915877378884,72,"Australia","medium"
2045,98,"female","2045_98",0.318264998929575,72,"Australia","medium"
2046,99,"female","2046_99",0.334284631175801,72,"Australia","medium"
2047,100,"female","2047_100",0.376848497162286,72,"Australia","medium"
2019,77,"female","2019_77",0.0216118629764607,77,"Australia","medium"
2020,78,"female","2020_78",0.0242414643730343,77,"Australia","medium"
2021,79,"female","2021_79",0.027196494688472,77,"Australia","medium"
2022,80,"female","2022_80",0.030871663667087,77,"Australia","medium"
2023,81,"female","2023_81",0.0352541902167917,77,"Australia","medium"
2024,82,"female","2024_82",0.0404991299799539,77,"Australia","medium"
2025,83,"female","2025_83",0.0466514528438129,77,"Australia","medium"
2026,84,"female","2026_84",0.0538228066975067,77,"Australia","medium"
2027,85,"female","2027_85",0.0621520377224264,77,"Australia","medium"
2028,86,"female","2028_86",0.0716034188596928,77,"Australia","medium"
2029,87,"female","2029_87",0.0824038262548157,77,"Australia","medium"
2030,88,"female","2030_88",0.0947613304496912,77,"Australia","medium"
2031,89,"female","2031_89",0.108944708989373,77,"Australia","medium"
2032,90,"female","2032_90",0.125030485086783,77,"Australia","medium"
2033,91,"female","2033_91",0.143270088731047,77,"Australia","medium"
2034,92,"female","2034_92",0.163754987220116,77,"Australia","medium"
2035,93,"female","2035_93",0.186787514353555,77,"Australia","medium"
2036,94,"female","2036_94",0.212624075524059,77,"Australia","medium"
2037,95,"female","2037_95",0.240912996925787,77,"Australia","medium"
2038,96,"female","2038_96",0.269789765387981,77,"Australia","medium"
2039,97,"female","2039_97",0.299241964620732,77,"Australia","medium"
2040,98,"female","2040_98",0.326228879397535,77,"Australia","medium"
2041,99,"female","2041_99",0.338063502012706,77,"Australia","medium"
2042,100,"female","2042_100",0.381143295963099,77,"Australia","medium"
2019,82,"female","2019_82",0.0418224948538387,82,"Australia","medium"
2020,83,"female","2020_83",0.0480564334156888,82,"Australia","medium"
2021,84,"female","2021_84",0.0551322326380492,82,"Australia","medium"
2022,85,"female","2022_85",0.0634191478696549,82,"Australia","medium"
2023,86,"female","2023_86",0.0728287906553416,82,"Australia","medium"
2024,87,"female","2024_87",0.0835772802553476,82,"Australia","medium"
2025,88,"female","2025_88",0.0958943503987462,82,"Australia","medium"
2026,89,"female","2026_89",0.110026942065173,82,"Australia","medium"
2027,90,"female","2027_90",0.126209690393787,82,"Australia","medium"
2028,91,"female","2028_91",0.144482567011676,82,"Australia","medium"
2029,92,"female","2029_92",0.164898228374023,82,"Australia","medium"
2030,93,"female","2030_93",0.187788473186774,82,"Australia","medium"
2031,94,"female","2031_94",0.213378881259298,82,"Australia","medium"
2032,95,"female","2032_95",0.241791345686693,82,"Australia","medium"
2033,96,"female","2033_96",0.27115277050057,82,"Australia","medium"
2034,97,"female","2034_97",0.301321332378234,82,"Australia","medium"
2035,98,"female","2035_98",0.332763123892419,82,"Australia","medium"
2036,99,"female","2036_99",0.341898934547316,82,"Australia","medium"
2037,100,"female","2037_100",0.385471322613289,82,"Australia","medium"
2019,87,"female","2019_87",0.085503423613941,87,"Australia","medium"
2020,88,"female","2020_88",0.0979767318963737,87,"Australia","medium"
2021,89,"female","2021_89",0.112049503808623,87,"Australia","medium"
2022,90,"female","2022_90",0.128288020301531,87,"Australia","medium"
2023,91,"female","2023_91",0.146471903900257,87,"Australia","medium"
2024,92,"female","2024_92",0.166668704386231,87,"Australia","medium"
2025,93,"female","2025_93",0.189189084371899,87,"Australia","medium"
2026,94,"female","2026_94",0.214320092766977,87,"Australia","medium"
2027,95,"female","2027_95",0.242313628712266,87,"Australia","medium"
2028,96,"female","2028_96",0.27142821826889,87,"Australia","medium"
2029,97,"female","2029_97",0.301483542765461,87,"Australia","medium"
2030,98,"female","2030_98",0.332874715467371,87,"Australia","medium"
2031,99,"female","2031_99",0.341997472664051,87,"Australia","medium"
2032,100,"female","2032_100",0.386486349510383,87,"Australia","medium"
2019,92,"female","2019_92",0.169543544434739,92,"Australia","medium"
2020,93,"female","2020_93",0.191741788174678,92,"Australia","medium"
2021,94,"female","2021_94",0.216068637642248,92,"Australia","medium"
2022,95,"female","2022_95",0.243205962351264,92,"Australia","medium"
2023,96,"female","2023_96",0.271900591032262,92,"Australia","medium"
2024,97,"female","2024_97",0.301740429702821,92,"Australia","medium"
2025,98,"female","2025_98",0.333028174218658,92,"Australia","medium"
2026,99,"female","2026_99",0.34213825824784,92,"Australia","medium"
2027,100,"female","2027_100",0.386707143929597,92,"Australia","medium"
2019,97,"female","2019_97",0.302146175062603,97,"Australia","medium"
2020,98,"female","2020_98",0.333321206335679,97,"Australia","medium"
2021,99,"female","2021_99",0.342377639237908,97,"Australia","medium"
2022,100,"female","2022_100",0.387089969777962,97,"Australia","medium"
2019,17,"female","2019_17",0.000140009800914792,17,"Australian Capital Territory","high"
2020,18,"female","2020_18",0.000140009800914792,17,"Australian Capital Territory","high"
2021,19,"female","2021_19",0.000140009800914792,17,"Australian Capital Territory","high"
2022,20,"female","2022_20",0.000140009800914792,17,"Australian Capital Territory","high"
2023,21,"female","2023_21",0.000130008450732368,17,"Australian Capital Territory","high"
2024,22,"female","2024_22",0.000130008450732368,17,"Australian Capital Territory","high"
2025,23,"female","2025_23",0.000130008450732368,17,"Australian Capital Territory","high"
2026,24,"female","2026_24",0.000130008450732368,17,"Australian Capital Territory","high"
2027,25,"female","2027_25",0.000140009800914792,17,"Australian Capital Territory","high"
2028,26,"female","2028_26",0.00015001125112511,17,"Australian Capital Territory","high"
2029,27,"female","2029_27",0.000160012801365546,17,"Australian Capital Territory","high"
2030,28,"female","2030_28",0.000170014451637879,17,"Australian Capital Territory","high"
2031,29,"female","2031_29",0.000190018052286683,17,"Australian Capital Territory","high"
2032,30,"female","2032_30",0.000220024203549917,17,"Australian Capital Territory","high"
2033,31,"female","2033_31",0.000260033805859847,17,"Australian Capital Territory","high"
2034,32,"female","2034_32",0.000300045009001992,17,"Australian Capital Territory","high"
2035,33,"female","2035_33",0.000340057813104682,17,"Australian Capital Territory","high"
2036,34,"female","2036_34",0.000390076069778787,17,"Australian Capital Territory","high"
2037,35,"female","2037_35",0.000440096828404036,17,"Australian Capital Territory","high"
2038,36,"female","2038_36",0.000480115236877312,17,"Australian Capital Territory","high"
2039,37,"female","2039_37",0.000520135246887585,17,"Australian Capital Territory","high"
2040,38,"female","2040_38",0.000570162511757361,17,"Australian Capital Territory","high"
2041,39,"female","2041_39",0.00062019227947958,17,"Australian Capital Territory","high"
2042,40,"female","2042_40",0.000660217895879456,17,"Australian Capital Territory","high"
2043,41,"female","2043_41",0.000720259324483277,17,"Australian Capital Territory","high"
2044,42,"female","2044_42",0.000790312214443727,17,"Australian Capital Territory","high"
2045,43,"female","2045_43",0.000860370012155485,17,"Australian Capital Territory","high"
2046,44,"female","2046_44",0.000920423459741929,17,"Australian Capital Territory","high"
2047,45,"female","2047_45",0.000990490373673386,17,"Australian Capital Territory","high"
2048,46,"female","2048_46",0.00106056219732117,17,"Australian Capital Territory","high"
2049,47,"female","2049_47",0.00112062766870308,17,"Australian Capital Territory","high"
2050,48,"female","2050_48",0.0011907086122215,17,"Australian Capital Territory","high"
2051,49,"female","2051_49",0.00126079446742279,17,"Australian Capital Territory","high"
2052,50,"female","2052_50",0.00134089860284158,17,"Australian Capital Territory","high"
2053,51,"female","2053_51",0.00143102342578231,17,"Australian Capital Territory","high"
2054,52,"female","2054_52",0.00153117164523066,17,"Australian Capital Territory","high"
2055,53,"female","2055_53",0.00162131361890006,17,"Australian Capital Territory","high"
2056,54,"female","2056_54",0.00171146371887751,17,"Australian Capital Territory","high"
2057,55,"female","2057_55",0.00181164002926741,17,"Australian Capital Territory","high"
2058,56,"female","2058_56",0.00190180728959633,17,"Australian Capital Territory","high"
2059,57,"female","2059_57",0.00199198268079323,17,"Australian Capital Territory","high"
2060,58,"female","2060_58",0.0021022080918702,17,"Australian Capital Territory","high"
2061,59,"female","2061_59",0.00220242355520004,17,"Australian Capital Territory","high"
2062,60,"female","2062_60",0.00231267216592871,17,"Australian Capital Territory","high"
2063,61,"female","2063_61",0.00242293293275363,17,"Australian Capital Territory","high"
2064,62,"female","2064_62",0.00253320585835602,17,"Australian Capital Territory","high"
2065,63,"female","2065_63",0.00266354408624138,17,"Australian Capital Territory","high"
2066,64,"female","2066_64",0.00281395546163587,17,"Australian Capital Territory","high"
2067,65,"female","2066_65",0.00302456940204848,17,"Australian Capital Territory","high"
2068,66,"female","2066_66",0.00330545700872648,17,"Australian Capital Territory","high"
2069,67,"female","2066_67",0.00363660443758313,17,"Australian Capital Territory","high"
2070,68,"female","2066_68",0.00403814233309733,17,"Australian Capital Territory","high"
2071,69,"female","2066_69",0.00450011032492341,17,"Australian Capital Territory","high"
2072,70,"female","2066_70",0.00505274363665151,17,"Australian Capital Territory","high"
2073,71,"female","2066_71",0.00567607849823584,17,"Australian Capital Territory","high"
2074,72,"female","2066_72",0.00639037502201434,17,"Australian Capital Territory","high"
2075,73,"female","2066_73",0.00723611766462739,17,"Australian Capital Territory","high"
2076,74,"female","2066_74",0.00822372229997418,17,"Australian Capital Territory","high"
2077,75,"female","2066_75",0.00936370295296593,17,"Australian Capital Territory","high"
2078,76,"female","2066_76",0.0106565801885289,17,"Australian Capital Territory","high"
2079,77,"female","2066_77",0.0121535561725701,17,"Australian Capital Territory","high"
2080,78,"female","2066_78",0.013926525447948,17,"Australian Capital Territory","high"
2081,79,"female","2066_79",0.0160175995598793,17,"Australian Capital Territory","high"
2082,80,"female","2066_80",0.0185713855854353,17,"Australian Capital Territory","high"
2083,81,"female","2066_81",0.0216425188590715,17,"Australian Capital Territory","high"
2084,82,"female","2066_82",0.0253383210151935,17,"Australian Capital Territory","high"
2085,83,"female","2066_83",0.0297172147881493,17,"Australian Capital Territory","high"
2086,84,"female","2066_84",0.0348709869434821,17,"Australian Capital Territory","high"
2087,85,"female","2066_85",0.0408219945202552,17,"Australian Capital Territory","high"
2088,86,"female","2066_86",0.0475634169316096,17,"Australian Capital Territory","high"
2089,87,"female","2066_87",0.0516512531839989,17,"Australian Capital Territory","high"
2090,88,"female","2066_88",0.0576820803410848,17,"Australian Capital Territory","high"
2091,89,"female","2066_89",0.0637601574745111,17,"Australian Capital Territory","high"
2092,90,"female","2066_90",0.0697788946079166,17,"Australian Capital Territory","high"
2093,91,"female","2066_91",0.0773779280213917,17,"Australian Capital Territory","high"
2094,92,"female","2066_92",0.0868441182508798,17,"Australian Capital Territory","high"
2095,93,"female","2066_93",0.098329734073209,17,"Australian Capital Territory","high"
2096,94,"female","2066_94",0.111982391966713,17,"Australian Capital Territory","high"
2097,95,"female","2066_95",0.140366124856642,17,"Australian Capital Territory","high"
2098,96,"female","2066_96",0.157297291889219,17,"Australian Capital Territory","high"
2099,97,"female","2066_97",0.174543881478147,17,"Australian Capital Territory","high"
2100,98,"female","2066_98",0.19275984667977,17,"Australian Capital Territory","high"
2101,99,"female","2066_99",0.212067616567096,17,"Australian Capital Territory","high"
2102,100,"female","2066_100",0.230142990334455,17,"Australian Capital Territory","high"
2019,22,"female","2019_22",0.000140009800914792,22,"Australian Capital Territory","high"
2020,23,"female","2020_23",0.000140009800914792,22,"Australian Capital Territory","high"
2021,24,"female","2021_24",0.000140009800914792,22,"Australian Capital Territory","high"
2022,25,"female","2022_25",0.00015001125112511,22,"Australian Capital Territory","high"
2023,26,"female","2023_26",0.000160012801365546,22,"Australian Capital Territory","high"
2024,27,"female","2024_27",0.000170014451637879,22,"Australian Capital Territory","high"
2025,28,"female","2025_28",0.00018001620194422,22,"Australian Capital Territory","high"
2026,29,"female","2026_29",0.00021002205308753,22,"Australian Capital Territory","high"
2027,30,"female","2027_30",0.000230026454056319,22,"Australian Capital Territory","high"
2028,31,"female","2028_31",0.000270036456562321,22,"Australian Capital Territory","high"
2029,32,"female","2029_32",0.000310048059932675,22,"Australian Capital Territory","high"
2030,33,"female","2030_33",0.000350061264295381,22,"Australian Capital Territory","high"
2031,34,"female","2031_34",0.000400080021339691,22,"Australian Capital Territory","high"
2032,35,"female","2032_35",0.000450101280385206,22,"Australian Capital Territory","high"
2033,36,"female","2033_36",0.000490120089230741,22,"Australian Capital Territory","high"
2034,37,"female","2034_37",0.000540145852509252,22,"Australian Capital Territory","high"
2035,38,"female","2035_38",0.000590174118489954,22,"Australian Capital Territory","high"
2036,39,"female","2036_39",0.000650211341586356,22,"Australian Capital Territory","high"
2037,40,"female","2037_40",0.000700245114393426,22,"Australian Capital Territory","high"
2038,41,"female","2038_41",0.000760288946408772,22,"Australian Capital Territory","high"
2039,42,"female","2039_42",0.000830344640714389,22,"Australian Capital Territory","high"
2040,43,"female","2040_43",0.000900405243164155,22,"Australian Capital Territory","high"
2041,44,"female","2041_44",0.000970470754445855,22,"Australian Capital Territory","high"
2042,45,"female","2042_45",0.00104054117524742,22,"Australian Capital Territory","high"
2043,46,"female","2043_46",0.00111061650625691,22,"Australian Capital Territory","high"
2044,47,"female","2044_47",0.00118069674816244,22,"Australian Capital Territory","high"
2045,48,"female","2045_48",0.0012507819016526,22,"Australian Capital Territory","high"
2046,49,"female","2046_49",0.00132087196741578,22,"Australian Capital Territory","high"
2047,50,"female","2047_50",0.00141099498539627,22,"Australian Capital Territory","high"
2048,51,"female","2048_51",0.00150112612626709,22,"Australian Capital Territory","high"
2049,52,"female","2049_52",0.00161129744277558,22,"Australian Capital Territory","high"
2050,53,"female","2050_53",0.00171146371887751,22,"Australian Capital Territory","high"
2051,54,"female","2051_54",0.00180162194662821,22,"Australian Capital Territory","high"
2052,55,"female","2052_55",0.00190180728959633,22,"Australian Capital Territory","high"
2053,56,"female","2053_56",0.00200200267067308,22,"Australian Capital Territory","high"
2054,57,"female","2054_57",0.0021022080918702,22,"Australian Capital Territory","high"
2055,58,"female","2055_58",0.00221244565392788,22,"Australian Capital Territory","high"
2056,59,"female","2056_59",0.00232269536964535,22,"Australian Capital Territory","high"
2057,60,"female","2057_60",0.00243295724170298,22,"Australian Capital Territory","high"
2058,61,"female","2058_61",0.00254323127278163,22,"Australian Capital Territory","high"
2059,62,"female","2059_62",0.00266354408624138,22,"Australian Capital Territory","high"
2060,63,"female","2060_63",0.0027938993043949,22,"Australian Capital Territory","high"
2061,64,"female","2061_64",0.00295435982643651,22,"Australian Capital Territory","high"
2062,65,"female","2062_65",0.00314494014407884,22,"Australian Capital Territory","high"
2063,66,"female","2063_66",0.00340579313483282,22,"Australian Capital Territory","high"
2064,67,"female","2064_67",0.00371689911910728,22,"Australian Capital Territory","high"
2065,68,"female","2065_68",0.00407830499187078,22,"Australian Capital Territory","high"
2066,69,"female","2066_69",0.00450011032492341,22,"Australian Capital Territory","high"
2067,70,"female","2066_70",0.00505274363665151,22,"Australian Capital Territory","high"
2068,71,"female","2066_71",0.00567607849823584,22,"Australian Capital Territory","high"
2069,72,"female","2066_72",0.00639037502201434,22,"Australian Capital Territory","high"
2070,73,"female","2066_73",0.00723611766462739,22,"Australian Capital Territory","high"
2071,74,"female","2066_74",0.00822372229997418,22,"Australian Capital Territory","high"
2072,75,"female","2066_75",0.00936370295296593,22,"Australian Capital Territory","high"
2073,76,"female","2066_76",0.0106565801885289,22,"Australian Capital Territory","high"
2074,77,"female","2066_77",0.0121535561725701,22,"Australian Capital Territory","high"
2075,78,"female","2066_78",0.013926525447948,22,"Australian Capital Territory","high"
2076,79,"female","2066_79",0.0160175995598793,22,"Australian Capital Territory","high"
2077,80,"female","2066_80",0.0185713855854353,22,"Australian Capital Territory","high"
2078,81,"female","2066_81",0.0216425188590715,22,"Australian Capital Territory","high"
2079,82,"female","2066_82",0.0253383210151935,22,"Australian Capital Territory","high"
2080,83,"female","2066_83",0.0297172147881493,22,"Australian Capital Territory","high"
2081,84,"female","2066_84",0.0348709869434821,22,"Australian Capital Territory","high"
2082,85,"female","2066_85",0.0408219945202552,22,"Australian Capital Territory","high"
2083,86,"female","2066_86",0.0475634169316096,22,"Australian Capital Territory","high"
2084,87,"female","2066_87",0.0516512531839989,22,"Australian Capital Territory","high"
2085,88,"female","2066_88",0.0576820803410848,22,"Australian Capital Territory","high"
2086,89,"female","2066_89",0.0637601574745111,22,"Australian Capital Territory","high"
2087,90,"female","2066_90",0.0697788946079166,22,"Australian Capital Territory","high"
2088,91,"female","2066_91",0.0773779280213917,22,"Australian Capital Territory","high"
2089,92,"female","2066_92",0.0868441182508798,22,"Australian Capital Territory","high"
2090,93,"female","2066_93",0.098329734073209,22,"Australian Capital Territory","high"
2091,94,"female","2066_94",0.111982391966713,22,"Australian Capital Territory","high"
2092,95,"female","2066_95",0.140366124856642,22,"Australian Capital Territory","high"
2093,96,"female","2066_96",0.157297291889219,22,"Australian Capital Territory","high"
2094,97,"female","2066_97",0.174543881478147,22,"Australian Capital Territory","high"
2095,98,"female","2066_98",0.19275984667977,22,"Australian Capital Territory","high"
2096,99,"female","2066_99",0.212067616567096,22,"Australian Capital Territory","high"
2097,100,"female","2066_100",0.230142990334455,22,"Australian Capital Territory","high"
2019,27,"female","2019_27",0.00018001620194422,27,"Australian Capital Territory","high"
2020,28,"female","2020_28",0.000190018052286683,27,"Australian Capital Territory","high"
2021,29,"female","2021_29",0.000220024203549917,27,"Australian Capital Territory","high"
2022,30,"female","2022_30",0.000250031255209283,27,"Australian Capital Territory","high"
2023,31,"female","2023_31",0.000280039207318817,27,"Australian Capital Territory","high"
2024,32,"female","2024_32",0.000320051210925276,27,"Australian Capital Territory","high"
2025,33,"female","2025_33",0.000360064815556227,27,"Australian Capital Territory","high"
2026,34,"female","2026_34",0.000410084072980755,27,"Australian Capital Territory","high"
2027,35,"female","2027_35",0.000460105832456547,27,"Australian Capital Territory","high"
2028,36,"female","2028_36",0.000500125041682243,27,"Australian Capital Territory","high"
2029,37,"female","2029_37",0.00055015130548127,27,"Australian Capital Territory","high"
2030,38,"female","2030_38",0.000600180072032461,27,"Australian Capital Territory","high"
2031,39,"female","2031_39",0.000660217895879456,27,"Australian Capital Territory","high"
2032,40,"female","2032_40",0.00071025216936722,27,"Australian Capital Territory","high"
2033,41,"female","2033_41",0.000780304358276598,27,"Australian Capital Territory","high"
2034,42,"female","2034_42",0.000850361454838941,27,"Australian Capital Territory","high"
2035,43,"female","2035_43",0.000940442077056719,27,"Australian Capital Territory","high"
2036,44,"female","2036_44",0.00102052055400685,27,"Australian Capital Territory","high"
2037,45,"female","2037_45",0.001100605444033,27,"Australian Capital Territory","high"
2038,46,"female","2038_46",0.00117068498433992,27,"Australian Capital Territory","high"
2039,47,"female","2039_47",0.00124076943613299,27,"Australian Capital Territory","high"
2040,48,"female","2040_48",0.00132087196741578,27,"Australian Capital Territory","high"
2041,49,"female","2041_49",0.00139096694614063,27,"Australian Capital Territory","high"
2042,50,"female","2042_50",0.00148109628179826,27,"Australian Capital Territory","high"
2043,51,"female","2043_51",0.00158124951633067,27,"Australian Capital Territory","high"
2044,52,"female","2044_52",0.00169142966097839,27,"Australian Capital Territory","high"
2045,53,"female","2045_53",0.00179160396434987,27,"Australian Capital Territory","high"
2046,54,"female","2046_54",0.00189178830361775,27,"Australian Capital Territory","high"
2047,55,"female","2047_55",0.00200200267067308,27,"Australian Capital Territory","high"
2048,56,"female","2048_56",0.0021022080918702,27,"Australian Capital Territory","high"
2049,57,"female","2049_57",0.00220242355520004,27,"Australian Capital Territory","high"
2050,58,"female","2050_58",0.00232269536964535,27,"Australian Capital Territory","high"
2051,59,"female","2051_59",0.00244298165114,27,"Australian Capital Territory","high"
2052,60,"female","2052_60",0.00255325678771729,27,"Australian Capital Territory","high"
2053,61,"female","2053_61",0.00267357080745345,27,"Australian Capital Territory","high"
2054,62,"female","2054_62",0.0027938993043949,27,"Australian Capital Territory","high"
2055,63,"female","2055_63",0.00293430085305408,27,"Australian Capital Territory","high"
2056,64,"female","2056_64",0.00310481495347876,27,"Australian Capital Territory","high"
