"age","sex","sex_age_cat","age_cat","age_cat_2","pyld_rate","deaths_rate_adaod","deaths_rate_allc","deaths_rate_bldc","deaths_rate_brsc","deaths_rate_carc","deaths_rate_chml","deaths_rate_copd","deaths_rate_dmt2","deaths_rate_dprd","deaths_rate_espc","deaths_rate_hanc","deaths_rate_ishd","deaths_rate_kdnc","deaths_rate_lvrc","deaths_rate_lwri","deaths_rate_mltm","deaths_rate_npls","deaths_rate_prkd","deaths_rate_prsc","deaths_rate_stmc","deaths_rate_strk","deaths_rate_tbalc","deaths_rate_utrc","ylds_rate_adaod","ylds_rate_allc","ylds_rate_bldc","ylds_rate_brsc","ylds_rate_carc","ylds_rate_chml","ylds_rate_copd","ylds_rate_dmt2","ylds_rate_dprd","ylds_rate_espc","ylds_rate_hanc","ylds_rate_ishd","ylds_rate_kdnc","ylds_rate_lvrc","ylds_rate_lwri","ylds_rate_mltm","ylds_rate_npls","ylds_rate_prkd","ylds_rate_prsc","ylds_rate_stmc","ylds_rate_strk","ylds_rate_tbalc","ylds_rate_utrc","dw_adj_adaod","dw_adj_allc","dw_adj_bldc","dw_adj_brsc","dw_adj_carc","dw_adj_chml","dw_adj_copd","dw_adj_dmt2","dw_adj_dprd","dw_adj_espc","dw_adj_hanc","dw_adj_ishd","dw_adj_kdnc","dw_adj_lvrc","dw_adj_lwri","dw_adj_mltm","dw_adj_npls","dw_adj_prkd","dw_adj_prsc","dw_adj_stmc","dw_adj_strk","dw_adj_tbalc","dw_adj_utrc","dw_adj_rctc","ylds_rate_rctc","case_fatality_adaod","incidence_adaod","remission_adaod","case_fatality_bldc","incidence_bldc","remission_bldc","case_fatality_brsc","incidence_brsc","remission_brsc","case_fatality_carc","incidence_carc","remission_carc","case_fatality_chml","incidence_chml","remission_chml","case_fatality_copd","incidence_copd","remission_copd","case_fatality_dmt2","incidence_dmt2","remission_dmt2","case_fatality_dprd","incidence_dprd","remission_dprd","case_fatality_espc","incidence_espc","remission_espc","case_fatality_hanc","incidence_hanc","remission_hanc","case_fatality_ishd","incidence_ishd","remission_ishd","case_fatality_kdnc","incidence_kdnc","remission_kdnc","case_fatality_lvrc","incidence_lvrc","remission_lvrc","case_fatality_lwri","incidence_lwri","remission_lwri","case_fatality_mltm","incidence_mltm","remission_mltm","case_fatality_npls","incidence_npls","remission_npls","case_fatality_prkd","incidence_prkd","remission_prkd","case_fatality_prsc","incidence_prsc","remission_prsc","case_fatality_stmc","incidence_stmc","remission_stmc","case_fatality_strk","incidence_strk","remission_strk","case_fatality_tbalc","incidence_tbalc","remission_tbalc","case_fatality_utrc","incidence_utrc","remission_utrc"
46,"female","female_46",0,"0",0.134988900607605,0,0.00122990798520826,0.00000294811444042206,0.000185048972796249,0.0000681903935226356,0.00000107193370300341,0.0000151486864948253,0.0000150838266382187,0,0.00000587067604119626,0.0000163400186849643,0.000058705254213093,0.0000103275157977498,0.000013171338490933,0.000011019590378759,0.00000690671370816451,0.000627618883314938,0.00000114981291634151,0,0.0000159098783891281,0.0000443102684930797,0.0000757712279081702,0.00000928565471941026,0,0.156976277304682,0.0000156332658998871,0.00107007296883514,0.000195387368739672,0.00000326682630030093,0.0015500410779994,0.00289407598352413,0.012405155451327,0.00000453961980285162,0.0000276867916595594,0.00011889073330737,0.000031435995684857,0.00000404892224688724,0.0000190119423325041,0.0000152752539443549,0.00213472832190653,0.0000501951233312467,0,0.0000119505945886891,0.00124281159742913,0.0000415111653214419,0.0000528251476526887,0,0.182613621692151,0.0955302949150912,0.0889378487863743,0.100981694723171,0.090621002931698,0.0831045549895916,0.0842213166289414,0.204615068234538,0.119903888341127,0.103285355032014,0.0194335375156943,0.0768478512400653,0.184411329287835,0.0713477176417631,0.162008835154156,0.0252767855706044,0.186320693909445,0,0.122563366254344,0.165598313318946,0.130898970096587,0.0738769147353818,0.100981694723171,0.000195387368739672,0.0000893214508786941,0.000119318828648179,0,0.0093885019530993,0.0000221538328470637,0,0.016369118786022,0.00126402844916479,0,0.0283393329710997,0.000183096701500247,0,0.000126906468352126,0.00000438881087970728,0,0.000635705235919702,0.00241431499308483,0,0.000317589178179131,0.00315916999259273,0,0,0.0810719177211416,0,0.150088294234169,0.0000116290284509511,0,0.157138398479551,0.00000814655077594687,0,0.00710548041158668,0.000819238796647868,0,0.0268916644334531,0.0000463184981732684,0,0.463088201705225,0.0000156053523570742,0,0.347991868248834,0.000124056035387029,0,0.0503003066446773,0.0000176763152183375,0,0.00535814265731134,0.00534058108801137,0,0.00154682442951339,0.0000487945211651781,0,1934.9792455313,0.00000000000128523356750912,0,0.162576398397569,0.0000272603203454861,0,0.00502175208458652,0.000511518271000955,0,0.189515413661307,0.000124921185555375,0,0.0103992729414682,0.0000922179791289663,0
47,"female","female_47",47,"45 to 49",0.135399175275365,0.00000687346448601757,0.00133562432102457,0.00000334949899912304,0.000204808824779629,0.0000771432770625103,0.00000111303629995639,0.0000183470546112408,0.0000175800393295157,0,0.00000683938695817421,0.0000184288023350849,0.000064823237898161,0.0000117823457244678,0.0000152181216674124,0.0000116425969335889,0.0000079394907780554,0.000699783413562281,0.00000136022909483064,0,0.0000170572923860197,0.0000480903870118412,0.0000895492182454922,0.0000108506952978707,0.0000999767468303828,0.157977863624168,0.0000174219050527844,0.00115081827709499,0.000215522426968469,0.00000342620111181163,0.0017558426895814,0.00315473251856427,0.0121553324273915,0.00000511192609558255,0.0000294957853902844,0.000135511128982512,0.0000333107494161041,0.00000460496459426883,0.0000196383058828611,0.0000178683653307783,0.0022925099759868,0.0000570593316424371,0,0.0000124536345547436,0.00130673395669478,0.0000489743451653237,0.0000623426864713783,0.14404978758679,0.183877985540443,0.0951589878825131,0.0883463362902462,0.100326139392531,0.0907406547649079,0.0831274852793312,0.0853995378988084,0.204125447549717,0.12041679436617,0.104507575458518,0.0199574102038948,0.0771372562837193,0.186677358826915,0.0715271021567333,0.16331666066925,0.0259614450405931,0.184789921198384,0,0.123628458158247,0.164873708421813,0.131557112764094,0.0738980097955488,0.100326139392531,0.000215522426968469,0.000103864706251777,0.000142130743762539,0,0.0102223471071136,0.0000243671116113159,0,0.0164025075584284,0.00130952867651944,0,0.0283640010160817,0.000200005100322379,0,0.000149034217787586,0.00000467900484642692,0,0.000706904384473638,0.00273023065354503,0,0.000338229349192035,0.0032847861850701,0,0,0.0790490899300597,0,0.156835719441689,0.0000130993648531054,0,0.165922489204163,0.00000878451952466042,0,0.00718551291216389,0.000917887722473078,0,0.0278346222919388,0.000048928513131693,0,0.478294823223156,0.0000176992310928212,0,0.348776897073061,0.000128398249227805,0,0.0533504109902552,0.0000202261895361545,0,0.00575281337997469,0.00548484306723971,0,0.00173438591166404,0.0000543992908897523,0,1576.8777400937,0.00000000000135550114594644,0,0.1657892298136,0.0000293751464844864,0,0.00520539433894569,0.000540688481579573,0,0.196125821665589,0.000144755150713475,0,0.0110836133202755,0.00010131935475807,0
48,"female","female_48",0,"0",0.135840938795558,0.00000828307769048794,0.00145237089852218,0.00000375398358435679,0.000225015620334129,0.0000856311220902124,0.00000118248771637004,0.0000223045058123847,0.0000200548137584197,0,0.0000080546411207306,0.0000203452624834615,0.0000712992127259592,0.0000131183409821741,0.0000172242907290869,0.000012479762217133,0.00000922583486348172,0.000778119415303558,0.0000016416623186834,0,0.0000184736978763973,0.0000525896115233671,0.000105096222636542,0.0000124489053302744,0.00012660306879723,0.159055008633245,0.0000192199778985395,0.00122140600254882,0.000234575351961961,0.00000364966487457188,0.00197357192179384,0.0034300423073763,0.0119144647219111,0.00000574123383160087,0.0000307343908467478,0.000153327244594181,0.0000347378745910459,0.00000515767351447637,0.000020231704517613,0.0000211225563365023,0.00244499703288118,0.0000648649822663845,0,0.0000130785004766807,0.0013742479755958,0.0000569670187632556,0.000072526061089197,0.143142113218641,0.185236624200866,0.0951461551195205,0.0878577717704659,0.0992181123832242,0.0910753306117459,0.083167805832727,0.0865744045927101,0.203713670870097,0.12233203225167,0.105764749117027,0.0203187462590862,0.0774306552189296,0.188531885527466,0.0716332120140468,0.165188034296327,0.0265642683921852,0.184025376098309,0,0.124314854088319,0.16443970175312,0.132790160481104,0.0739253487541682,0.0992181123832242,0.000234575351961961,0.000120871816724797,0.000166811778288282,0,0.0109620159378429,0.0000267840901269623,0,0.0164450543051794,0.00135159967330914,0,0.0283921586848302,0.000218320249651207,0,0.000176466916445721,0.00000499571074031577,0,0.000785412153233463,0.00303862350239992,0,0.000359969803673631,0.00340148154077089,0,0,0.0770721880678411,0,0.163335320741939,0.0000146877288791262,0,0.174937630254015,0.00000945306978467156,0,0.00723809305006165,0.00102983362258458,0,0.0288330491093936,0.0000515498625767508,0,0.493761502792831,0.0000200218377625918,0,0.349366265796873,0.000132278651403806,0,0.0565160699060414,0.0000230616911348478,0,0.00616458882446823,0.00562885068821914,0,0.00190395358485098,0.0000609339983121282,0,1286.78957352142,0.00000000000142712623584581,0,0.168390356437516,0.0000316573219130929,0,0.00538025228216075,0.000571560546733297,0,0.202763088451839,0.000166895213334142,0,0.0117917359115688,0.000110695221473523,0
49,"female","female_49",0,"0",0.136244364440132,0.00000935962630491618,0.00158109274350514,0.00000416326658629148,0.000245902665786818,0.0000937753908530245,0.00000127726676499227,0.00002715606170741,0.0000225299953276488,0,0.00000957754233474992,0.0000220813030588993,0.0000779336695226811,0.0000143366623378505,0.0000192001095332357,0.0000135059132842474,0.0000107698326655853,0.000863566805507373,0.0000019699711113693,0,0.0000201163791483578,0.0000577268668721834,0.000122593617865878,0.0000141114366879505,0.000151777464015421,0.160136542079469,0.0000211344938585795,0.00128106937153087,0.00025269381302929,0.00000394052649205522,0.00221437192214866,0.00371921319478442,0.0116740882938083,0.000006423153919404,0.0000314450475517576,0.000172621998227398,0.0000356493167472474,0.00000570829417178486,0.0000208161356707961,0.0000251394593695581,0.00259276360693243,0.0000737311858807104,0,0.0000137603163932049,0.00144584852020121,0.0000656335949209549,0.0000839450064199228,0.142622207930748,0.186598440801955,0.0953303792724007,0.0874462159826033,0.0977202130655271,0.0915808211580223,0.0832256655985199,0.0877419182892545,0.203312785697869,0.125422922686351,0.106995689209176,0.0205438898335394,0.077714049608729,0.190124226882764,0.0717103828670854,0.167566353605745,0.0270813810034883,0.183759780753391,0,0.124757234012946,0.164219915846731,0.13442810698118,0.073943524937084,0.0977202130655271,0.00025269381302929,0.000140786250069916,0.000194051798324417,0,0.0116043520117094,0.0000294226891943183,0,0.0164935784334936,0.00139159002500816,0,0.0284493421109811,0.000238473011970382,0,0.000210550423589736,0.00000534282064304984,0,0.000869856103661938,0.00333159357271053,0,0.000382775853257861,0.00351066737278836,0,0,0.0751940229391822,0,0.170030601222816,0.000016418579353128,0,0.184414707445163,0.000010154430923742,0,0.00726189771090617,0.00115720351672415,0,0.0299553834433439,0.0000542680526469999,0,0.509367031928485,0.0000225703248580801,0,0.34917057331205,0.000135696863694267,0,0.0597626207249342,0.0000261940673881366,0,0.00659310781756125,0.00577927987533241,0,0.00205116745157179,0.0000681483719717025,0,1052.88504613836,0.00000000000150087078941393,0,0.170352510148085,0.0000340971448950786,0,0.00554336851538943,0.00060412976632211,0,0.209357786436151,0.000191360912113769,0,0.0125372305952701,0.000120401361997202,0
50,"female","female_50",0,"0",0.136698730225001,0.0000102064093732086,0.00172161769483439,0.00000459695431103486,0.000267358853027852,0.000101851201144733,0.00000139642610551041,0.0000330073304521534,0.0000250522634606662,0,0.00001139287261259,0.0000237516234072869,0.0000849885767271823,0.0000155519277273451,0.0000212607257631484,0.0000147150856987931,0.0000125905542491381,0.000956235177767865,0.00000234766223370066,0,0.0000219576134021608,0.000063320840029414,0.000142156071461436,0.0000158758191328991,0.000175657156545357,0.161302967498654,0.0000231722270772415,0.00133365531825251,0.000270539359092134,0.00000430086664154066,0.00247423047483515,0.00402220739704536,0.0114318355600437,0.00000716140160224939,0.0000319344908726961,0.000193355321074225,0.0000363931035668191,0.00000628477372194875,0.0000213957245232809,0.0000298880453979337,0.00273910657847522,0.0000837430414469127,0,0.0000145212104160414,0.00152173461545016,0.0000750034055589833,0.0000963669301446079,0.142348916049419,0.188071088248464,0.0956561459468035,0.0870471893122512,0.0961573187979976,0.0921447148363508,0.0832867629443718,0.0889059920034978,0.202918619876252,0.129143790279602,0.10830714139856,0.0206489649646413,0.0780385220288168,0.19163232219615,0.0717779154641516,0.170140180736793,0.0275567803599331,0.183614924289594,0,0.12503990261751,0.164201880976225,0.136185210997823,0.0739550310472304,0.0961573187979976,0.000270539359092134,0.000164134156507694,0.000224077712565949,0,0.0121588493575997,0.0000322910434572097,0,0.0165509406410589,0.00142800995586011,0,0.0285105559379895,0.000260224134120863,0,0.000253051850716118,0.00000576713159708851,0,0.000961717920986362,0.00359745364678305,0,0.0004066838157064,0.00361173222385694,0,0,0.0734854932036391,0,0.176748082217103,0.0000182973592874561,0,0.19407319155762,0.0000108892647678538,0,0.00727235733972283,0.00130056601504896,0,0.0311318752374954,0.0000571000174903681,0,0.525436426867652,0.000025345084694379,0,0.34819836457336,0.000138722496459829,0,0.0629481300591063,0.0000296477658471645,0,0.00704151270793095,0.00593526227665595,0,0.00217471760139821,0.0000761578848123854,0,865.826387852226,0.00000000000157797401706968,0,0.171546893488717,0.0000367046327093938,0,0.00569626153715266,0.000638405249829418,0,0.215819737071731,0.000218355148814305,0,0.0133095457653566,0.000130308802093153,0
51,"female","female_51",0,"0",0.137294555762392,0.0000110543223532854,0.00187339187523695,0.00000508469664755897,0.000289268311471482,0.000110296004039101,0.00000153836499589097,0.0000399250023901202,0.0000277125163076337,0,0.0000134330950438225,0.0000255259010820432,0.0000928324237874606,0.0000169329441589023,0.0000235881804989085,0.0000160946975918679,0.0000146945306619339,0.001056098891692,0.00000277527848555766,0,0.0000239522830802353,0.0000690971808706068,0.000163885718985529,0.0000178067339307839,0.000200123261047187,0.162637208997607,0.0000253417082546763,0.00138411433325803,0.00028906213923773,0.00000473257489597772,0.00274652425156492,0.00433897115129561,0.0111855497903061,0.00000796046644366852,0.0000325435500323394,0.000215451755174712,0.0000373592094994112,0.00000692962290494285,0.0000219752186849047,0.0000352172579949941,0.00288841972745615,0.0000949734336231314,0,0.0000153877969834084,0.00160210935684127,0.0000851318575874704,0.000109378950084326,0.142184023810743,0.189765727949903,0.0960679997190429,0.0865974447881882,0.0948358825565511,0.0926521792349473,0.0833367581251938,0.0900707773526126,0.20252703420845,0.132894287772215,0.109811213824389,0.0206528755595565,0.0784560521941293,0.193240378487596,0.071855197868181,0.172580011633737,0.028038296969301,0.183215285302132,0,0.125248844413712,0.164373905820891,0.137761716030465,0.0739623636830703,0.0948358825565511,0.00028906213923773,0.000191538610368774,0.000257278374506041,0,0.0126455875249872,0.0000354118058704362,0,0.0166172039771294,0.00146322416614846,0,0.0285733708065607,0.000283807112223474,0,0.000306338624604463,0.00000627386889652647,0,0.0010610534155616,0.00383604214604333,0,0.000431934608002751,0.00370852320307249,0,0,0.0719372444608302,0,0.183839486766095,0.0000203030974107568,0,0.203905472859103,0.0000116529064917855,0,0.00725740547494491,0.00146052210725168,0,0.0323799394086369,0.00006002887612702,0,0.541759521447205,0.000028356228414992,0,0.346560838385293,0.000141558900594944,0,0.06625670772692,0.0000334320505915243,0,0.00750756573163173,0.00609748904641299,0,0.00227632988139667,0.0000851066845816568,0,718.52132795207,0.00000000000166018792381988,0,0.172189914548617,0.0000395344967014467,0,0.00584275367037246,0.00067517248779557,0,0.222386381961544,0.000247734104410037,0,0.0141221876194076,0.000140248832832302,0
52,"female","female_52",52,"50 to 54",0.138124238547182,0.0000122386326641429,0.00203538264421115,0.0000056687014236237,0.000311513093491926,0.000119719826959377,0.00000170004184703416,0.0000479062237554589,0.0000306512223421289,0,0.0000155551795362414,0.0000276312181451259,0.000101965015285758,0.0000187127596822409,0.0000264473847545035,0.000017621546774054,0.0000170680509858833,0.00116296744643483,0.00000325063490352395,0,0.0000260328832005337,0.0000746746667781036,0.00018786951085131,0.0000200020258881925,0.00022886539451818,0.164225254537226,0.0000276535833471542,0.00143832423820783,0.000309512481297826,0.00000523622310440778,0.00302163601657933,0.00466944331128698,0.0109332905021213,0.00000882579774771007,0.0000336421807094595,0.000238796855440911,0.0000389832238921304,0.00000770321587591398,0.0000225599847921268,0.0000408050889221115,0.00304621797436852,0.000107475816086988,0,0.0000163924779132858,0.00168717908147819,0.000096108946687606,0.00012236359566572,0.141990540745149,0.191798003474747,0.0965098764850983,0.08603510532355,0.0940466542825071,0.0929859535963426,0.0833612800634998,0.09124066414174,0.202133921512135,0.136003962369856,0.111626777293627,0.0205762482885524,0.0790199621537111,0.195138955747843,0.071961705643603,0.17453773193944,0.0285772902833612,0.182189392377369,0,0.125470917889146,0.164724938288359,0.138844577590994,0.0739680215073849,0.0940466542825071,0.000309512481297826,0.000223735577486589,0.000294255467323501,0,0.013092166922945,0.0000388239902401119,0,0.0166927187044468,0.00149684972866412,0,0.0286808763549887,0.000309424960544177,0,0.000373627727390369,0.00000684149285551338,0,0.0011677184849142,0.00404820994419723,0,0.000458523039254518,0.00379874382471452,0,0,0.0704906540928684,0,0.19091571530918,0.0000218625400302356,0,0.21379217586643,0.0000124538321307745,0,0.00723419540694357,0.0016384808806464,0,0.0336552767351035,0.0000631609181048614,0,0.558099907770274,0.0000315669156790919,0,0.34426893466211,0.000144271904819171,0,0.0695548985812375,0.0000375499521416318,0,0.00799585800890644,0.00626770450991512,0,0.00236033912429962,0.000095170347849703,0,605.932081354257,0.00000000000174980301559698,0,0.172454075554347,0.0000425863483934846,0,0.00597651301622502,0.000713696851932453,0,0.228529350295059,0.000279724435311908,0,0.014981669131913,0.000149994696424904,0
53,"female","female_53",0,"0",0.139225134072876,0.0000138284356952545,0.00220665753083597,0.00000637512039241015,0.000333854947018105,0.000130004194499509,0.00000190272152795292,0.0000568845163159266,0.0000337852246331423,0,0.0000176460430618609,0.0000302140986276066,0.000112741024612523,0.0000211361991073419,0.0000302146232720245,0.0000193669705232511,0.0000197654657234109,0.00127638882462598,0.00000374428661420532,0,0.0000281554164110033,0.0000794725158258874,0.000213897711382456,0.0000224460739596256,0.000261245603187549,0.166091859888685,0.0000300443047755334,0.00149498642299768,0.00033159867413921,0.00000587708959955759,0.00328781447067694,0.00501152418749486,0.010669727866959,0.0000097801803534095,0.0000354817634523953,0.000262053258459438,0.0000416209503841535,0.000008703929006793,0.0000231103059632348,0.0000463779060428624,0.00320992662944288,0.000121238703344281,0,0.0000175708536882193,0.00177768115695873,0.000107788590146069,0.000134427044993618,0.141790883830136,0.194203127988616,0.0970301359686962,0.0853114291411305,0.0939034760230452,0.0930732900102516,0.0833662292198836,0.0924145841487203,0.201723167750765,0.138418026385915,0.113870527513687,0.0203152162963565,0.0797890669942807,0.197306683012213,0.0721204450258312,0.175727898673786,0.0291717152822445,0.180155587149641,0,0.125666090408603,0.165316230469232,0.139237334370704,0.0739228863982549,0.0939034760230452,0.00033159867413921,0.000261591580940088,0.000335873641710697,0,0.0135304518677816,0.0000425003244376301,0,0.0167696534372279,0.00152877196344451,0,0.0287963036947234,0.000337691245940129,0,0.000459323205274996,0.00000739748095746946,0,0.00128371363871905,0.00423940391503726,0,0.000486718382221555,0.00388565666498314,0,0,0.0691474595264403,0,0.198390444760947,0.0000235080950085561,0,0.223835380616905,0.000013288076755464,0,0.00719443498964156,0.00183421317013527,0,0.0350362858741694,0.0000663799447180417,0,0.574786200637425,0.000035005049322715,0,0.341466459483487,0.000147145686529507,0,0.072869104268139,0.0000420601416641494,0,0.00850505264368931,0.00644879148310447,0,0.00262846255893878,0.000106557892771266,0,524.966938031366,0.00000000000184967338250326,0,0.172212945642374,0.0000458882799253583,0,0.00610841603565902,0.000754601139101648,0,0.234886374770432,0.000314197692849359,0,0.0158758522033457,0.000159642212995009,0
54,"female","female_54",0,"0",0.140542173302594,0.000015643044376624,0.0023886540580892,0.00000720282646912468,0.000356026721057628,0.000140735203879123,0.00000216323537823796,0.0000669838864765742,0.0000369867794024053,0,0.0000197317104843259,0.0000331946881089651,0.000125156366804531,0.0000242197469412633,0.0000349712499605838,0.0000214073290800333,0.0000228681046719812,0.00139652769829611,0.00000424468625474379,0,0.0000303627587182441,0.0000835388420362755,0.00024185201524245,0.0000250886851555914,0.000293800391473226,0.168190155893256,0.0000324911161985835,0.00154969872831654,0.000354482015912697,0.00000670353345291995,0.00354381535124696,0.00536376220046691,0.0103974975007262,0.0000108291509265234,0.0000379038537657854,0.000284751328453378,0.0000451412113107111,0.0000099518123701336,0.0000236185829701985,0.000051978420936851,0.00337520428708572,0.000136393664637104,0,0.0000189361207389736,0.00187406406562742,0.000119982028840074,0.000145326079695791,0.141675881664072,0.196919308539057,0.0976685712143564,0.0844715596740729,0.0942024879785803,0.0929909450113775,0.0833687655881701,0.0935890460538598,0.20129760242275,0.140554707435616,0.116489466544197,0.0198634696116829,0.0807339384055766,0.199623604601196,0.0723187308241945,0.176364102462658,0.029788859624083,0.177389543241135,0,0.125775906902418,0.166158197256128,0.139138346832587,0.0738253878776551,0.0942024879785803,0.000354482015912697,0.000306122958614028,0.000383311678627473,0,0.0139937250257796,0.0000465110900593513,0,0.0168500089598303,0.00155842342221017,0,0.0289438024872171,0.000368434287381672,0,0.00056945710967843,0.0000080142176327567,0,0.00140954502542599,0.00441738669142196,0,0.000516882199670003,0.00396890295365342,0,0,0.0678458000969956,0,0.205635416345628,0.0000253874764465562,0,0.233891951125982,0.0000141641302819882,0,0.00715169388593109,0.00204829711974185,0,0.0364755745032874,0.0000697705849017792,0,0.59162876538272,0.0000386669478990231,0,0.338094381308887,0.000150417034878093,0,0.0761377621258183,0.0000469297767133643,0,0.00904026198715185,0.00663556705418102,0,0.00297869771657639,0.000119512757648349,0,474.479993855133,0.00000000000196325161044449,0,0.171745392758545,0.0000494753498544187,0,0.00623781287547681,0.000798601450943658,0,0.241117340105899,0.000351301874742569,0,0.0168532680203931,0.000169024994343052,0
55,"female","female_55",0,"0",0.142030568106323,0.0000177595088051688,0.00258393838740454,0.00000816551099112818,0.000377872489222355,0.000152315384196216,0.00000246269335446148,0.0000785066956750329,0.000040416660086311,0,0.0000218298785791584,0.0000364827560299228,0.00013927196790447,0.0000278628870477998,0.0000405045032984068,0.0000236986436818235,0.000026362521063692,0.00152413415790101,0.00000478933074084761,0,0.0000327102567896618,0.0000874763516672475,0.000272047229775401,0.0000280339226056639,0.000328312240458565,0.170501329648387,0.0000350903043448835,0.00160464202205057,0.000379000893419387,0.00000766789148966847,0.00379574445319628,0.00572741505142541,0.0101261010617373,0.0000119438102563096,0.0000406618667309413,0.000308503848122346,0.0000492472952869151,0.0000113743122419169,0.0000241429519668049,0.0000576559702927913,0.00354649720328255,0.000153256682943096,0,0.0000204908848663778,0.00197601876805739,0.000132794173319494,0.000155459822478412,0.141611914681842,0.199920535940047,0.0983545043964647,0.0835939143309999,0.0947555042454666,0.0928452905393071,0.0833714007477282,0.0947650307236319,0.200881408319334,0.142408108244082,0.11934675772185,0.0193828623623001,0.0817749326604756,0.202139951664372,0.0725223673678603,0.176844587850822,0.0304374953352362,0.174494008863076,0,0.125860364022423,0.167163436649148,0.138824276698111,0.0737491756738692,0.0947555042454666,0.000379000893419387,0.0003585165209314,0.000436439742419452,0,0.0145145489479934,0.0000508357814045805,0,0.0169391828095941,0.0015873133608799,0,0.029089794757104,0.000401907698378824,0,0.000712237361239625,0.0000087003784554028,0,0.00154470440017999,0.00459327361421222,0,0.000548479340547878,0.00405260289913599,0,0,0.0666629360705804,0,0.21287896191963,0.0000279693986640383,0,0.243991453140713,0.0000150764358188598,0,0.00711027120943818,0.00228073029808378,0,0.0379741545134189,0.0000733933603185142,0,0.608907439618601,0.0000425505128098519,0,0.334556577833565,0.000154266675499024,0,0.0804947315159486,0.0000521767954718975,0,0.00960312158979843,0.00683470456381819,0,0.00336663114006503,0.000134312292446732,0,455.406373297606,0.00000000000209464343709848,0,0.170885001470436,0.0000533871590411219,0,0.00637297617511407,0.000845649025268177,0,0.247425197123888,0.000391013014111624,0,0.0178995454815648,0.000178055349982756,0
56,"female","female_56",0,"0",0.143644164855085,0.0000202840864804623,0.00279577846585295,0.00000927653398051453,0.000399245922213346,0.000165280637787501,0.00000276732399194625,0.0000919155691471116,0.0000443018670859572,0,0.0000239845284049916,0.0000399371932432125,0.000155100745553434,0.0000318461235957077,0.0000463694892721363,0.0000261650634832046,0.0000302002825717095,0.00166019796316646,0.00000543918581147059,0,0.0000352706930257825,0.0000920293794779843,0.00030496304487857,0.0000314308151608769,0.000367662984167006,0.173005970749493,0.0000379715191245516,0.00166234507124931,0.000406226890645831,0.00000867985064753833,0.0040527369454114,0.00610424209388608,0.00986412496737232,0.0000130809301226369,0.0000434295859601511,0.000335565606992621,0.0000535131481743356,0.0000128373919169895,0.0000247469928063587,0.0000635285388985337,0.00372921608828313,0.000172253032795732,0,0.00002223430765592,0.00208310880457546,0.00014640173337486,0.000165464830242247,0.141565510861494,0.203179841644181,0.0990154146117165,0.08275395209981,0.0953733143134435,0.0927424288248588,0.0833766466655728,0.0959435810124348,0.200498570549913,0.143974488806519,0.122292410427061,0.0190221935492344,0.0828286678021036,0.204908736549166,0.0726967939759347,0.177574038921657,0.0311271385672889,0.17203699291448,0,0.125979688452835,0.168243059227822,0.138571692483495,0.073767644958896,0.0953733143134435,0.000406226890645831,0.000420151341616523,0.000500346394007553,0,0.0151233440780189,0.0000555046984082799,0,0.0170272538642521,0.00161412525289453,0,0.0292533355538677,0.00043854391005243,0,0.000898678968023379,0.00000946359756700497,0,0.00168897202883836,0.00477578751990326,0,0.000582347397069851,0.00414219302125876,0,0,0.0654327641615852,0,0.219973645945828,0.0000307803241908011,0,0.253951882209921,0.0000160265215540373,0,0.00707326209523714,0.00253176709902345,0,0.0396213347594328,0.0000772980241103572,0,0.626375337578596,0.0000466124780537248,0,0.331372652536401,0.000158986291945339,0,0.0866606918232688,0.0000578083220540671,0,0.0101923982304288,0.0070456472294299,0,0.00379535044138924,0.000151265117725911,0,471.065482149842,0.00000000000224869011825345,0,0.169864906376301,0.0000576414447505345,0,0.006512976845505,0.000895636700931875,0,0.253742064271962,0.000433406020217464,0,0.019037206953781,0.00018659368145358,0
