"year","sex","tbalc","carc","kdnc","bldc","lvrc","mltm","chml","espc","stmc","hanc","prsc","rctc","ishd","strk","dmt2","adaod","prkd","dprd"
50,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
51,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
52,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
53,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
54,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
55,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
56,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
57,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
58,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
59,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
6,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
60,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
61,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
62,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
63,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
64,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
65,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
66,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
67,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
68,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
69,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
7,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
70,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
71,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
72,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
73,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
74,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
75,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
76,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
77,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
78,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
79,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
8,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
80,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
81,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
82,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
83,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
84,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
85,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
86,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
87,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
88,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
89,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
9,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
90,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
91,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
92,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
93,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
94,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
95,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
96,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
97,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
98,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
99,"male",0.871428571428571,0.716981132075472,0.906976744186047,0.867924528301887,1.05050505050505,1.02564102564103,1,0.971014492753623,0.907407407407407,0.935483870967742,0.885714285714286,1.06542056074766,0.813192358190705,0.813192358190705,1,1.00241514123244,1.07461539542655,1
