"year","sex","brsc","utrc","tbalc","carc","kdnc","bldc","lvrc","mltm","chml","espc","stmc","hanc","rctc","ishd","strk","dmt2","adaod","prkd","dprd"
17,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
18,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
19,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
2,"female",0.941609545804838,0.982378279573729,0.987499795262244,0.793857881366094,0.919944354228392,0.955046500887559,1.03007798027494,1,1,0.902337085379483,0.914826427505743,1,1.10985648435781,0.926128157470637,0.926128157470637,1,1.00095364319205,1.00894163060381,1
20,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
21,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
22,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
23,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
24,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
25,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
26,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
27,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
28,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
29,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
3,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.891264549667936,0.891264549667936,1,1.00143080577214,1.01344238365732,1
30,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
31,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
32,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
33,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
34,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
35,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
36,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
37,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
38,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
39,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
4,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.857713364059957,0.857713364059957,1,1.00190819581943,1.01796321396548,1
40,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
41,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
42,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
43,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
44,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
45,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
46,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
47,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
48,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
49,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
5,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
50,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
51,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
52,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
53,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
54,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
55,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
56,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
57,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
58,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
59,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
6,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
60,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
61,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
62,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
63,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
64,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
65,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
66,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
67,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
68,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
69,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
7,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
70,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
71,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
72,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
73,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
74,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
75,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
76,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
77,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
78,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
79,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
8,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
80,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
81,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
82,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
83,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
84,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
85,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
86,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
87,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
88,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
89,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
9,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
90,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
91,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
92,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
93,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
94,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
95,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
96,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
97,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
98,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
99,"female",0.913705583756345,0.973684210526316,0.981308411214953,0.707317073170732,0.882352941176471,0.933333333333333,1.04545454545455,1,1,0.857142857142857,0.875,1,1.16923076923077,0.825425195202863,0.825425195202863,1,1.00238581344237,1.02250421109023,1
